dataset,query_id,query_text,delta_nDCG@10,rerank_beneficial,query_char_count,query_word_count,query_unique_ratio,query_avg_word_length,query_digit_ratio,query_punctuation_ratio
SciFact,811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,0.0,0,97,15,1.0,5.466666666666667,0.010309278350515464,0.010309278350515464
SciFact,814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",0.0,0,159,26,0.8461538461538461,5.076923076923077,0.006289308176100629,0.025157232704402517
SciFact,820,N-terminal cleavage increases success identifying transcription start sites.,0.0,0,76,9,1.0,7.444444444444445,0.0,0.02631578947368421
SciFact,821,N-terminal cleavage reduces success identifying transcription start sites.,0.0,0,74,9,1.0,7.222222222222222,0.0,0.02702702702702703
SciFact,823,N348I mutations cause resistance to zidovudine (AZT).,0.0,0,53,7,1.0,6.285714285714286,0.05660377358490566,0.05660377358490566
SciFact,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,0.0,0,128,17,1.0,6.411764705882353,0.0234375,0.03125
SciFact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,0.0,0,100,12,1.0,7.166666666666667,0.01,0.03
SciFact,832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,0.0,0,58,7,1.0,7.142857142857143,0.05172413793103448,0.05172413793103448
SciFact,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,0.5,1,93,11,1.0,7.454545454545454,0.010752688172043012,0.021505376344086023
SciFact,837,NR5A2 is important in development of endometrial tissues.,0.0,0,57,8,1.0,6.125,0.03508771929824561,0.017543859649122806
SciFact,839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,0.0,0,109,14,0.9285714285714286,6.785714285714286,0.0,0.009174311926605505
SciFact,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,0.0,0,82,10,1.0,7.0,0.0,0.04878048780487805
SciFact,847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,0.0,0,119,18,0.9444444444444444,5.611111111111111,0.0,0.008403361344537815
SciFact,852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,0.0,0,107,15,1.0,6.133333333333334,0.0,0.018691588785046728
SciFact,859,Normal expression of RUNX1 has tumor-promoting effects.,-0.2975964202381242,0,55,8,1.0,5.875,0.01818181818181818,0.03636363636363636
SciFact,870,Obesity decreases life quality.,0.0,0,31,4,1.0,6.75,0.0,0.03225806451612903
SciFact,873,Obesity is determined solely by environmental factors.,0.10699313236726378,1,54,7,1.0,6.714285714285714,0.0,0.018518518518518517
SciFact,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,0.0,0,66,10,1.0,5.6,0.0,0.015151515151515152
SciFact,880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,0.0,0,49,9,1.0,4.555555555555555,0.04081632653061224,0.02040816326530612
SciFact,882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,0.0,0,88,12,1.0,6.333333333333333,0.0,0.03409090909090909
SciFact,887,Only a minority of cells survive development after differentiation into stress-resistant spores.,0.0,0,96,13,1.0,6.384615384615385,0.0,0.020833333333333332
SciFact,903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,0.0,0,67,11,0.9090909090909091,5.090909090909091,0.04477611940298507,0.04477611940298507
SciFact,904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,0.0,0,152,22,0.9545454545454546,5.909090909090909,0.0,0.013157894736842105
SciFact,907,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,0.0,0,108,17,0.9411764705882353,5.352941176470588,0.009259259259259259,0.009259259259259259
SciFact,911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,0.0,0,94,16,0.875,4.875,0.0,0.031914893617021274
SciFact,913,PPAR-RXRs are inhibited by PPAR ligands.,0.0,0,40,7,0.8571428571428571,4.714285714285714,0.0,0.05
SciFact,914,PPAR-RXRs can be activated by PPAR ligands.,0.0,0,43,8,0.875,4.375,0.0,0.046511627906976744
SciFact,921,Participating in six months of physical activity improves cognitive functioning.,0.36907024642854247,1,80,10,1.0,7.0,0.0,0.0125
SciFact,922,Patients in stable partnerships have a faster progression from HIV to AIDS.,0.0,0,75,12,1.0,5.25,0.0,0.013333333333333334
SciFact,936,Peroxynitrite is required for nitration of TCR/CD8.,0.0,0,51,8,1.0,5.375,0.0196078431372549,0.0392156862745098
SciFact,956,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,0.0,0,107,14,0.9285714285714286,6.642857142857143,0.009345794392523364,0.018691588785046728
SciFact,957,Podocytes are motile and migrate in the presence of injury.,0.36907024642854247,1,59,10,1.0,4.9,0.0,0.01694915254237288
SciFact,960,Polymeal nutrition reduces cardiovascular mortality.,0.0,0,52,5,1.0,9.4,0.0,0.019230769230769232
SciFact,967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,0.0,0,78,11,1.0,6.090909090909091,0.0641025641025641,0.038461538461538464
SciFact,971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,0.19519002499605076,1,169,21,0.9523809523809523,7.0476190476190474,0.005917159763313609,0.005917159763313609
SciFact,975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,0.0,0,89,11,0.8181818181818182,7.0,0.0,0.0449438202247191
SciFact,982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,0.0,0,108,18,0.8333333333333334,5.0,0.0,0.009259259259259259
SciFact,985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,0.0,0,84,13,1.0,5.461538461538462,0.011904761904761904,0.011904761904761904
SciFact,993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,0.36907024642854247,1,69,9,0.8888888888888888,6.444444444444445,0.0,0.028985507246376812
SciFact,1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,0.0,0,78,10,1.0,6.8,0.0,0.02564102564102564
SciFact,1014,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,0.0,0,73,9,1.0,7.111111111111111,0.0,0.0136986301369863
SciFact,1019,Rapid phosphotransfer rates govern fidelity in two component systems,0.0,0,68,9,1.0,6.666666666666667,0.0,0.0
SciFact,1020,Rapid up-regulation and higher basal expression of interferon-induced genes increase survival of granule cell neurons that are infected by West Nile virus.,0.13092975357145753,1,155,24,0.9583333333333334,5.458333333333333,0.0,0.01935483870967742
SciFact,1021,Rapid up-regulation and higher basal expression of interferon-induced genes reduce survival of granule cell neurons that are infected by West Nile virus.,0.13092975357145753,1,153,24,0.9583333333333334,5.375,0.0,0.0196078431372549
SciFact,1024,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,0.0,0,84,11,1.0,6.636363636363637,0.0,0.011904761904761904
SciFact,1029,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,0.0,0,147,22,0.9545454545454546,5.681818181818182,0.013605442176870748,0.013605442176870748
SciFact,1041,Replacement of histone H2A with H2A.Z slows gene activation in yeasts by stabilizing +1 nucleosomes.,-0.018517574949988347,0,100,16,0.9375,5.1875,0.03,0.03
SciFact,1049,Ribosomopathies have a low degree of cell and tissue specific pathology.,0.0,0,72,11,1.0,5.545454545454546,0.0,0.013888888888888888
SciFact,1062,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,0.0,0,76,7,1.0,9.857142857142858,0.0,0.02631578947368421
SciFact,1086,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,0.0,0,126,19,0.9473684210526315,5.631578947368421,0.0,0.007936507936507936
SciFact,1088,Silencing of Bcl2 is important for the maintenance and progression of tumors.,0.0,0,77,12,0.9166666666666666,5.416666666666667,0.012987012987012988,0.012987012987012988
SciFact,1089,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,0.0,0,90,15,1.0,5.0,0.05555555555555555,0.03333333333333333
SciFact,1099,Statins decrease blood cholesterol.,0.0,0,35,4,1.0,7.75,0.0,0.02857142857142857
SciFact,1100,Statins increase blood cholesterol.,0.0,0,35,4,1.0,7.75,0.0,0.02857142857142857
SciFact,1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,0.0,0,152,25,0.72,5.08,0.0,0.013157894736842105
SciFact,1107,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,0.0,0,81,10,1.0,7.1,0.0,0.012345679012345678
SciFact,1110,Suboptimal nutrition is not predictive of chronic disease,0.0,0,57,8,1.0,6.25,0.0,0.0
SciFact,1121,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,0.0,0,106,13,1.0,7.153846153846154,0.0,0.009433962264150943
SciFact,1130,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,0.0,0,126,18,0.9444444444444444,5.888888888888889,0.007936507936507936,0.031746031746031744
SciFact,1132,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,0.026870409803294665,1,90,15,0.9333333333333333,5.0,0.011111111111111112,0.022222222222222223
SciFact,1137,TNFAIP3 is a tumor suppressor in glioblastoma.,0.0,0,46,7,1.0,5.571428571428571,0.021739130434782608,0.021739130434782608
SciFact,1140,Taking 400mg of α-tocopheryl acetate helps to prevent prostate cancer.,1.0,1,70,11,1.0,5.363636363636363,0.04285714285714286,0.02857142857142857
SciFact,1144,Taxation of sugar-sweetened beverages had no effect on the incidence rate of type II diabetes in India.,0.0,0,103,18,0.9444444444444444,4.722222222222222,0.0,0.019417475728155338
SciFact,1146,Teaching hospitals do not provide better care than non-teaching hospitals.,0.0,0,74,11,0.8181818181818182,5.7272727272727275,0.0,0.02702702702702703
SciFact,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,0.0,0,84,13,1.0,5.538461538461538,0.011904761904761904,0.011904761904761904
SciFact,1163,The DdrB protein from Deinococcus radiodurans is an alternative SSB.,0.0,0,68,10,1.0,5.8,0.0,0.014705882352941176
SciFact,1175,The PPR MDA5 has two N-terminal CARD domains.,0.0,0,45,9,1.0,4.0,0.022222222222222223,0.044444444444444446
SciFact,1179,The PRR MDA5 has a central DExD/H RNA helices domain.,0.03230333766935212,1,53,11,1.0,3.8181818181818183,0.018867924528301886,0.03773584905660377
SciFact,1180,The PRR MDA5 is a sensor of RNA virus infection.,0.06932344192660694,1,48,10,1.0,3.8,0.020833333333333332,0.020833333333333332
SciFact,1185,The US health care system can save up to $750 million if 7% of patients waiting for kidney transplants participate in the optimized national kidney paired donation program.,0.0,0,172,28,0.9285714285714286,5.071428571428571,0.023255813953488372,0.01744186046511628
SciFact,1187,The YAP1 and TEAD complex tanslocates into the nucleus where it interacts with transcription factors and DNA-binding proteins that modulate target gene transcription.,0.0,0,166,24,0.875,5.916666666666667,0.006024096385542169,0.012048192771084338
SciFact,1191,The amount of publicly available DNA data doubles every 10 years.,0.0,0,65,11,1.0,4.909090909090909,0.03076923076923077,0.015384615384615385
SciFact,1194,The arm density of TatAd complexes is due to structural rearrangements within Class1 TatAd complexes such as the 'charge zipper mechanism'.,0.6845351232142712,1,139,21,0.8571428571428571,5.523809523809524,0.007194244604316547,0.02158273381294964
SciFact,1196,The availability of safe places to study is effective at decreasing homelessness.,0.0,0,81,12,1.0,5.75,0.0,0.012345679012345678
SciFact,1197,The availability of safe places to study is not effective at decreasing homelessness.,0.0,0,85,13,1.0,5.538461538461538,0.0,0.011764705882352941
SciFact,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0,132,19,0.9473684210526315,5.947368421052632,0.0,0.015151515151515152
SciFact,1200,The binding orientation of the ML-SA1 activator at hTRPML2 is different from the binding orientation of the ML-SA1 activator at hTRPML1.,0.0,0,136,23,0.5652173913043478,4.913043478260869,0.029411764705882353,0.022058823529411766
SciFact,1202,The center of the granuloma in an immune cell induces a pro-inflammatory immune response.,0.0,0,89,15,0.8666666666666667,4.933333333333334,0.0,0.02247191011235955
SciFact,1204,The combination of H3K4me3 and H3K79me2 is found in quiescent hair follicle stem cells.,-0.5,0,87,14,1.0,5.214285714285714,0.08045977011494253,0.011494252873563218
SciFact,1207,The composition of myosin-II isoform switches from the polarizable B isoform to the more homogenous A isoform during hematopoietic differentiation.,0.5693234419266069,1,147,21,0.8095238095238095,6.0,0.0,0.013605442176870748
SciFact,1213,The deregulated and prolonged activation of monocytes has deleterious effects in inflammatory diseases.,0.0,0,103,13,1.0,6.923076923076923,0.0,0.009708737864077669
SciFact,1216,The extracellular domain of TMEM27 is cleaved in human beta cells.,0.0,0,66,11,1.0,5.0,0.030303030303030304,0.015151515151515152
SciFact,1221,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,0.0,0,97,16,0.8125,5.0625,0.0,0.010309278350515464
SciFact,1225,The locus rs647161 is associated with colorectal carcinoma.,0.0,0,59,8,1.0,6.375,0.1016949152542373,0.01694915254237288
SciFact,1226,"The loss of the TET protein functions may have dire biological consequences, such as myeloid cancers.",0.0,0,101,16,0.9375,5.25,0.0,0.019801980198019802
SciFact,1232,The minor G allele of FOXO3 is related to more severe symptoms of Crohn's Disease.,0.0,0,82,16,0.9375,4.125,0.012195121951219513,0.024390243902439025
SciFact,1241,The myocardial lineage develops from cardiac progenitors of mesodermal origin.,0.0,0,78,10,1.0,6.8,0.0,0.01282051282051282
SciFact,1245,The one-child policy has been successful in lowering population growth.,0.6845351232142712,1,71,11,1.0,5.454545454545454,0.0,0.028169014084507043
SciFact,1259,The relationship between a breast cancer patient's capacity to metabolize tamoxifen and treatment outcome is dependent on the patient's genetic make-up.,0.0,0,152,24,0.875,5.333333333333333,0.0,0.02631578947368421
SciFact,1262,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,0.0,0,76,14,1.0,4.428571428571429,0.013157894736842105,0.039473684210526314
SciFact,1266,"The risk of breast cancer among parous women increases with placental weight of pregnancies, and this association is strongest for premenopausal breast cancer.",0.5,1,159,23,0.8695652173913043,5.869565217391305,0.0,0.012578616352201259
SciFact,1270,The risk of male prisoners harming themselves is ten times that of female prisoners.,0.0,0,84,14,0.8571428571428571,5.0,0.0,0.011904761904761904
SciFact,1271,The severity of cardiac involvement in amyloidosis can be described by the degree of transmurality of late gadolinium enhancement in MRI.,0.0,0,137,21,0.8095238095238095,5.523809523809524,0.0,0.0072992700729927005
SciFact,1272,The single flash-evoked ERG b-wave is generated by activity of ON-bipolar cells.,-0.11314719276545837,0,80,15,1.0,4.333333333333333,0.0,0.05
SciFact,1273,The sliding activity of kinesin-8 protein Kip3 promotes bipolar spindle assembly.,0.0,0,81,12,1.0,5.75,0.024691358024691357,0.024691358024691357
SciFact,1274,The tip of the inner tube of the toxic type VI secretion system (T6SS) antibacterial effector in Escherichia coli (E. coli) carries toxic effector proteins.,0.18302815606146927,1,156,25,0.76,5.04,0.00641025641025641,0.038461538461538464
SciFact,1278,The treatment of cancer patients with co-IR blockade does not cause any adverse autoimmune events.,0.0,0,98,16,1.0,5.125,0.0,0.02040816326530612
SciFact,1279,The treatment of cancer patients with co-IR blockade precipitates adverse autoimmune events.,0.0,0,92,13,1.0,6.076923076923077,0.0,0.021739130434782608
SciFact,1280,"The ureABIEFGH gene cluster encodes urease maturation proteins : UreD/UreH, UreE, UreF, and UreG.",0.3562071871080222,1,97,14,1.0,5.571428571428571,0.0,0.061855670103092786
SciFact,1281,The ureABIEFGH gene cluster is induced by nickel (II) ion.,0.0,0,58,10,1.0,4.6,0.0,0.05172413793103448
SciFact,1282,Therapeutic use of the drug Dapsone to treat pyoderma gangrenous is based on anecdotal evidence.,0.0,0,96,15,1.0,5.4,0.0,0.010416666666666666
SciFact,1290,There is an inverse relationship between hip fractures and statin use.,0.0,0,70,11,1.0,5.363636363636363,0.0,0.014285714285714285
SciFact,1292,There is no association between HNF4A mutations and diabetes risks.,0.0,0,67,10,1.0,5.7,0.014925373134328358,0.014925373134328358
SciFact,1298,Thigh-length graduated compression stockings (GCS) did not reduce deep vein thrombosis in patients admitted to hospital who are immobile because of acute stroke.,0.0,0,161,24,1.0,5.625,0.0,0.024844720496894408
SciFact,1303,Tirasemtiv has no effect on fast-twitch muscle.,-0.6666666666666667,0,47,8,1.0,4.875,0.0,0.0425531914893617
SciFact,1316,Transferred UCB T cells acquire a memory-like phenotype in recipients.,0.0,0,70,11,1.0,5.363636363636363,0.0,0.02857142857142857
SciFact,1319,Transplanted human glial cells can differentiate within the host animal.,0.20025319549806447,1,72,10,1.0,6.2,0.0,0.013888888888888888
SciFact,1320,Transplanted human glial progenitor cells are incapable of forming a neural network with host animals' neurons.,-0.36907024642854247,0,111,16,1.0,5.875,0.0,0.018018018018018018
SciFact,1332,Tumor necrosis factor alpha (TNF-α) and interleukin-1 (IL-1) are pro-inflammatory cytokines that inhibit IL-6 and IL-10.,0.0,0,120,22,0.8181818181818182,4.2727272727272725,0.041666666666666664,0.09166666666666666
SciFact,1335,UCB T cells maintain high TCR diversity after transplantation.,0.0,0,62,9,1.0,5.888888888888889,0.0,0.016129032258064516
SciFact,1336,UCB T cells reduce TCR diversity after transplantation.,0.0,0,55,8,1.0,5.875,0.0,0.01818181818181818
SciFact,1337,Ubiquitin ligase UBC13 generates a K63-linked polyubiquitin moiety at PCNA K164.,0.0,0,80,12,1.0,5.666666666666667,0.0875,0.025
SciFact,1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,0.0,0,109,13,1.0,7.384615384615385,0.0,0.009174311926605505
SciFact,1344,Up-regulation of the p53 pathway and related molecular events casues cancer resistance and results in a significantly shortened lifespan marked by senescent cells and accelerated organismal aging.,0.0,0,196,28,0.9285714285714286,6.0,0.01020408163265306,0.01020408163265306
SciFact,1352,Upregulation of mosGCTL-1 is induced upon infection with West Nile virus.,0.0,0,73,12,1.0,5.083333333333333,0.0136986301369863,0.0273972602739726
SciFact,1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,0.0,0,155,20,0.95,6.75,0.012903225806451613,0.0064516129032258064
SciFact,1362,Venules have a larger lumen diameter than arterioles.,0.5,1,53,8,1.0,5.625,0.0,0.018867924528301886
SciFact,1363,Venules have a thinner or absent smooth layer compared to arterioles.,0.0,0,69,11,1.0,5.2727272727272725,0.0,0.014492753623188406
SciFact,1368,Vitamin D deficiency effects the term of delivery.,0.43067655807339306,1,50,8,1.0,5.25,0.0,0.02
SciFact,1370,Vitamin D deficiency is unrelated to birth weight.,0.11314719276545837,1,50,8,1.0,5.25,0.0,0.02
SciFact,1379,Women with a higher birth weight are more likely to develop breast cancer later in life.,0.5322965481013788,1,88,16,1.0,4.5,0.0,0.011363636363636364
SciFact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,1.0,1,66,8,1.0,7.25,0.0,0.015151515151515152
SciFact,1385,cSMAC formation enhances weak ligand signalling.,0.0,0,48,6,1.0,7.0,0.0,0.020833333333333332
SciFact,1389,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,0.0,0,70,8,1.0,7.75,0.014285714285714285,0.014285714285714285
SciFact,1395,p16INK4A accumulation is  linked to an abnormal wound response caused by the microinvasive step of advanced Oral Potentially Malignant Lesions (OPMLs).,0.0,0,151,21,1.0,6.0476190476190474,0.019867549668874173,0.019867549668874173
TREC-COVID,1,what is the origin of COVID-19,0.2674663034209539,1,30,7,1.0,3.4285714285714284,0.06666666666666667,0.03333333333333333
TREC-COVID,2,how does the coronavirus respond to changes in the weather,0.329922578536134,1,58,10,0.9,4.9,0.0,0.0
TREC-COVID,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,-0.33427943517700565,0,78,11,1.0,6.0,0.01282051282051282,0.038461538461538464
TREC-COVID,4,what causes death from Covid-19?,0.10423544941121451,1,32,6,1.0,4.333333333333333,0.0625,0.0625
TREC-COVID,5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,-0.23047170211485568,0,77,15,0.8666666666666667,4.133333333333334,0.012987012987012988,0.05194805194805195
TREC-COVID,6,what types of rapid testing for Covid-19 have been developed?,0.2505854427698374,1,61,11,1.0,4.545454545454546,0.03278688524590164,0.03278688524590164
TREC-COVID,7,are there serological tests that detect antibodies to coronavirus?,0.08010877076230571,1,66,9,1.0,6.333333333333333,0.0,0.015151515151515152
TREC-COVID,8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.15609576520707913,1,89,15,0.8666666666666667,4.933333333333334,0.02247191011235955,0.02247191011235955
TREC-COVID,9,how has COVID-19 affected Canada,0.21517125576163673,1,32,6,1.0,4.5,0.0625,0.03125
TREC-COVID,10,has social distancing had an impact on slowing the spread of COVID-19?,-0.0030333244884570565,0,70,13,1.0,4.384615384615385,0.02857142857142857,0.02857142857142857
TREC-COVID,11,what are the guidelines for triaging patients infected with coronavirus?,0.4690000933206748,1,72,10,1.0,6.2,0.0,0.013888888888888888
TREC-COVID,12,what are best practices in hospitals and at home in maintaining quarantine?,0.1116200096865016,1,75,12,0.9166666666666666,5.25,0.0,0.013333333333333334
TREC-COVID,13,what are the transmission routes of coronavirus?,0.07502894742581134,1,48,7,1.0,5.857142857142857,0.0,0.020833333333333332
TREC-COVID,14,what evidence is there related to COVID-19 super spreaders,-0.7681486832215605,0,58,10,1.0,4.9,0.034482758620689655,0.017241379310344827
TREC-COVID,15,how long can the coronavirus live outside the body,-0.17853823829819593,0,50,9,0.8888888888888888,4.666666666666667,0.0,0.0
TREC-COVID,16,how long does coronavirus remain stable  on surfaces?,-0.004684791523750453,0,53,8,1.0,5.5,0.0,0.018867924528301886
TREC-COVID,17,are there any clinical trials available for the coronavirus,0.05651263172050769,1,59,9,1.0,5.666666666666667,0.0,0.0
TREC-COVID,18,what are the best masks for preventing infection by Covid-19?,0.057946261338807425,1,61,11,1.0,4.545454545454546,0.03278688524590164,0.03278688524590164
TREC-COVID,19,what type of hand sanitizer is needed to destroy Covid-19?,-0.10007292283790675,0,58,11,1.0,4.2727272727272725,0.034482758620689655,0.034482758620689655
TREC-COVID,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) at increased risk for COVID-19?,0.06625422345438903,1,98,14,1.0,5.857142857142857,0.02040816326530612,0.05102040816326531
TREC-COVID,21,what are the mortality rates overall and in specific populations,-0.35492797327201453,0,64,10,1.0,5.5,0.0,0.0
TREC-COVID,22,are cardiac complications likely in patients with COVID-19?,0.13765179547245776,1,59,9,1.0,5.555555555555555,0.03389830508474576,0.03389830508474576
TREC-COVID,23,what kinds of complications related to COVID-19 are associated with hypertension?,0.02273143567723901,1,81,12,1.0,5.75,0.024691358024691357,0.024691358024691357
TREC-COVID,24,what kinds of complications related to COVID-19 are associated with diabetes,0.10029409882600082,1,76,12,1.0,5.416666666666667,0.02631578947368421,0.013157894736842105
TREC-COVID,25,which biomarkers predict the severe clinical course of 2019-nCOV infection?,0.18095660264264724,1,75,11,1.0,5.818181818181818,0.05333333333333334,0.02666666666666667
TREC-COVID,26,what are the initial symptoms of Covid-19?,0.41272967731050964,1,42,8,1.0,4.25,0.047619047619047616,0.047619047619047616
TREC-COVID,27,what is known about those infected with Covid-19 but are asymptomatic?,-0.2823847223574273,0,70,12,1.0,4.833333333333333,0.02857142857142857,0.02857142857142857
TREC-COVID,28,what evidence is there for the value of hydroxychloroquine in treating Covid-19?,0.015823807085182273,1,80,13,1.0,5.153846153846154,0.025,0.025
TREC-COVID,29,which SARS-CoV-2 proteins-human proteins interactions indicate potential for drug targets. Are there approved drugs that can be repurposed based on this information?,-0.00641112260515897,0,165,25,0.96,5.56,0.006060606060606061,0.030303030303030304
TREC-COVID,30,is remdesivir an effective treatment for COVID-19,0.0,0,49,8,1.0,5.25,0.04081632653061224,0.02040816326530612
TREC-COVID,31,How does the coronavirus differ from seasonal flu?,0.0342439516433273,1,50,8,1.0,5.25,0.0,0.02
TREC-COVID,32,"Does SARS-CoV-2 have any subtypes, and if so what are they?",0.42492601381667106,1,59,13,1.0,3.4615384615384617,0.01694915254237288,0.06779661016949153
TREC-COVID,33,What vaccine candidates are being tested for Covid-19?,0.1499048426811086,1,54,9,1.0,5.0,0.037037037037037035,0.037037037037037035
TREC-COVID,34,What are the longer-term complications of those who recover from COVID-19?,0.2069904793428713,1,74,13,1.0,4.6923076923076925,0.02702702702702703,0.04054054054054054
TREC-COVID,35,What new public datasets are available related to COVID-19?,0.12137070176594661,1,59,10,1.0,4.9,0.03389830508474576,0.03389830508474576
TREC-COVID,36,What is the protein structure of the SARS-CoV-2 spike?,-0.08157526746106358,0,54,11,0.9090909090909091,3.909090909090909,0.018518518518518517,0.05555555555555555
TREC-COVID,37,What is the result of phylogenetic analysis of SARS-CoV-2 genome sequence?,0.43994197142975056,1,74,13,0.9230769230769231,4.6923076923076925,0.013513513513513514,0.04054054054054054
TREC-COVID,38,What is the mechanism of inflammatory response and pathogenesis of COVID-19 cases?,0.12864872444612407,1,82,13,0.9230769230769231,5.3076923076923075,0.024390243902439025,0.024390243902439025
TREC-COVID,39,What is the mechanism of cytokine storm syndrome on the COVID-19?,-0.015823807085182384,0,65,12,0.9166666666666666,4.416666666666667,0.03076923076923077,0.03076923076923077
TREC-COVID,40,What are the observed mutations in the SARS-CoV-2 genome and how often do the mutations occur?,0.0,0,94,18,0.8333333333333334,4.222222222222222,0.010638297872340425,0.031914893617021274
TREC-COVID,41,What are the impacts of COVID-19 among African-Americans that differ from the rest of the U.S. population?,0.04696127385679538,1,106,20,0.85,4.25,0.018867924528301886,0.04716981132075472
TREC-COVID,42,Does Vitamin D impact COVID-19 prevention and treatment?,0.1186437297734717,1,56,9,1.0,5.222222222222222,0.03571428571428571,0.03571428571428571
TREC-COVID,43,"How has the COVID-19 pandemic impacted violence in society, including violent crimes?",0.08344324614681009,1,85,13,1.0,5.461538461538462,0.023529411764705882,0.03529411764705882
TREC-COVID,44,How much impact do masks have on preventing the spread of the COVID-19?,0.00981284546096961,1,71,14,0.9285714285714286,4.071428571428571,0.028169014084507043,0.028169014084507043
TREC-COVID,45,How has the COVID-19 pandemic impacted mental health?,-0.026747751735628267,0,53,9,1.0,4.888888888888889,0.03773584905660377,0.03773584905660377
TREC-COVID,46,what evidence is there for dexamethasone as a treatment for COVID-19?,0.29635237471633724,1,69,12,0.9166666666666666,4.75,0.028985507246376812,0.028985507246376812
TREC-COVID,47,what are the health outcomes for children who contract COVID-19?,0.5796415632997458,1,64,11,1.0,4.818181818181818,0.03125,0.03125
TREC-COVID,48,what are the benefits and risks of re-opening schools in the midst of the COVID-19 pandemic?,-0.32610706211205887,0,92,18,0.8333333333333334,4.111111111111111,0.021739130434782608,0.03260869565217391
TREC-COVID,49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",-0.032616701405051796,0,154,23,1.0,5.608695652173913,0.012987012987012988,0.03896103896103896
TREC-COVID,50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.32610706211205887,1,61,13,1.0,3.6923076923076925,0.01639344262295082,0.04918032786885246
NF-Corpus,PLAIN-2,Do Cholesterol Statin Drugs Cause Breast Cancer?,-0.23940117971445074,0,48,7,1.0,5.857142857142857,0.0,0.020833333333333332
NF-Corpus,PLAIN-12,Exploiting Autophagy to Live Longer,0.0,0,35,5,1.0,6.2,0.0,0.0
