dataset,query_id,query_text,query_char_count,query_word_count,query_unique_ratio,query_avg_word_length,query_digit_ratio,query_punctuation_ratio,bm25_score_max,bm25_score_mean,bm25_score_std,bm25_score_range,bm25_top1_top2_margin,bm25_top1_top5_margin,bm25_top10_std,bm25_top10_entropy,bm25_top1_mean_ratio,bm25_score_slope,lexical_coverage_top1,lexical_coverage_mean,lexical_coverage_max,lexical_coverage_std,lexical_coverage_top3_mean,doc_word_count_mean,doc_word_count_std,delta_nDCG@10,rerank_beneficial
SciFact,578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",79,12,1.0,5.5,0.02531645569620253,0.05063291139240506,60.361073856840214,23.377618437835753,8.569172375594393,40.425647415271555,35.60053543711689,37.56768594469294,11.413439668723278,-4.267770617702709e-13,2.582002697038985,-0.7378242310373917,0.5833333333333334,0.4666666666666667,0.5833333333333334,0.06123724356957945,0.4444444444444445,98.65,18.79700774059531,0.0,0
SciFact,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",194,29,0.7931034482758621,5.655172413793103,0.005154639175257732,0.010309278350515464,60.144193293291266,50.45942396627932,4.56069321222863,14.734907450237259,0.007970606076213471,5.765061426159733,3.5609139468585314,0.33697689505443273,1.1919318249349027,-0.7526379231131936,0.5217391304347826,0.4239130434782609,0.6086956521739131,0.07883245375855977,0.47826086956521735,128.05,27.428953680372135,0.20025319549806447,1
SciFact,589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",134,22,0.9545454545454546,5.045454545454546,0.0,0.022388059701492536,95.36488241899214,42.39739696688717,12.597434714960134,59.7051658206241,48.084224541218475,51.97373910148072,15.963077990908625,-4.34333073037134e-13,2.249309845448133,-1.3119627462147339,0.9047619047619048,0.48809523809523814,0.9047619047619048,0.1184508853698357,0.5873015873015873,165.55,55.783039537120956,0.0,0
SciFact,593,Incidence of heart failure decreased by 10% in women since 1979.,64,11,1.0,4.7272727272727275,0.09375,0.03125,42.32983882337956,25.00157461560413,4.57590619673091,20.911652987555243,12.784736268528132,16.88389571758444,5.3716912948480315,3.508303167332285e-05,1.693086914492194,-0.5888377255038753,0.7272727272727273,0.5590909090909091,0.7272727272727273,0.08269729726663752,0.6666666666666666,143.3,44.565794057774845,0.0,0
SciFact,597,Incidence rates of cervical cancer have decreased.,50,7,1.0,6.142857142857143,0.0,0.02,25.414197032207632,18.960218164003702,2.790016444904335,9.635600801299157,0.4905906543654872,4.350523863793153,2.293068366468374,0.40072486102288396,1.3403958125575222,-0.45620477476151466,0.7142857142857143,0.6071428571428571,0.8571428571428571,0.14196147795965564,0.8095238095238094,148.25,37.10239210617019,0.0,0
SciFact,598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,149,21,0.8571428571428571,6.095238095238095,0.0,0.006711409395973154,57.63535538906297,46.135530427181855,5.805068037169696,19.366242223607074,0.026271457657010444,6.284871314515982,3.9588813502748206,0.3190397743526874,1.2492617914089423,-0.9860307690521654,0.4444444444444444,0.4416666666666667,0.5555555555555556,0.07551265121704549,0.48148148148148145,163.7,46.02075618674687,-0.04074231032229342,0
SciFact,613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,99,12,1.0,7.25,0.010101010101010102,0.020202020202020204,75.95184544747381,16.234227473147165,13.77849225953313,64.5090937537169,58.59496363540432,61.594784200665835,18.5192785529106,-4.3433309093481533e-13,4.678500752382879,-1.118058251142768,0.6666666666666666,0.22083333333333335,0.6666666666666666,0.11265421528829814,0.3611111111111111,111.4,19.024720760105783,0.0,0
SciFact,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,110,15,1.0,6.333333333333333,0.0,0.00909090909090909,35.988168968413916,29.997967532032003,1.8032061980583403,7.432385128195985,3.359515812254081,5.223093905609957,1.951902101151304,0.17443793812887162,1.1996869097876561,-0.25537500887179865,0.6,0.5066666666666666,0.6,0.04422166387140532,0.5333333333333333,140.4,44.88585523302413,-0.23719771276929622,0
SciFact,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,94,13,1.0,6.230769230769231,0.0,0.010638297872340425,43.150313418500474,31.72731137540884,4.502771244790669,17.054442132984676,2.5532555428854735,8.492688188158887,3.753288204159626,0.1201590784653114,1.3600368751051928,-0.735749347590429,0.8461538461538461,0.5538461538461539,0.8461538461538461,0.1104053853415948,0.6923076923076922,141.15,26.58246602555903,0.38685280723454163,1
SciFact,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,102,17,0.9411764705882353,5.0,0.00980392156862745,0.0196078431372549,37.389638421428145,33.21894735542972,1.7881038668252833,6.6878069355250425,1.8561570054955112,2.6659125591092945,1.0345755549993192,0.6164841636427021,1.125551572160721,-0.3026794736635249,0.6875,0.55625,0.6875,0.06218671481916374,0.6458333333333334,124.3,33.36330319377864,0.0,0
SciFact,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",96,15,0.8666666666666667,5.4,0.052083333333333336,0.0625,40.81071501201934,22.238920269191315,6.7654518832714805,24.356886268839116,5.011303719098393,16.24766328843674,7.328598888490341,0.024737532374944214,1.8351032567240442,-0.9759578603525484,0.46153846153846156,0.3423076923076923,0.46153846153846156,0.07872880573253355,0.4358974358974359,124.7,25.497254754188734,0.5,1
SciFact,637,Input from  mental and physical health care professionals is effective at decreasing homelessness.,98,13,1.0,6.461538461538462,0.0,0.01020408163265306,36.74288865776466,25.600733986645146,3.7210764772530234,14.935618772413537,5.664357312445919,8.936447878986712,3.2628109200651227,0.015141685531266054,1.4352279382666107,-0.5895188117341487,0.6153846153846154,0.47307692307692306,0.6153846153846154,0.08167984839075114,0.564102564102564,131.8,33.860891896109294,0.21093517368211212,1
SciFact,641,Insomnia can be effectively treated with cognitive behavioral therapy.,70,9,1.0,6.777777777777778,0.0,0.014285714285714285,28.89970837150001,16.12612272672164,4.157425972964506,16.064158658872373,3.7763695202328407,12.441300205486737,4.509781705956413,0.04748845411358122,1.7921051985801908,-0.593493684932429,0.5555555555555556,0.4444444444444445,0.7777777777777778,0.10540925533894599,0.48148148148148145,133.25,43.21675022488387,0.26406812257259094,1
SciFact,644,Insulin increases risk of severe kidney failure.,48,7,1.0,5.857142857142857,0.0,0.020833333333333332,27.03744212715631,17.162965287023894,3.1497429774125374,12.598133943339189,1.914077047854306,9.519302470594326,3.7344211837240793,0.1685344523438881,1.5753362938744648,-0.40663166879029033,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.11952286093343938,0.7619047619047619,140.55,49.290440249606206,0.36907024642854247,1
SciFact,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,122,15,0.8,7.2,0.0,0.01639344262295082,30.475987091358817,24.09478568563047,3.0224112023797205,10.25161081888141,0.6692276354817643,3.457100111174725,2.3376462976211885,0.4646371448989193,1.2648374419671198,-0.5076292356110904,0.3333333333333333,0.325,0.5,0.06922186552431729,0.3333333333333333,131.3,37.64717784907655,-0.36907024642854247,0
SciFact,659,Ivermectin is used to treat lymphatic filariasis.,49,7,1.0,6.0,0.0,0.02040816326530612,19.26422500760387,13.413072636508272,2.124288576940537,8.109953407886525,1.8860400496635883,4.359949594968764,1.8183259510220364,0.3019204445190362,1.4362275915191633,-0.3411950749053881,0.5714285714285714,0.5,0.5714285714285714,0.07142857142857142,0.4761904761904762,115.35,39.46172195938743,0.0,0
SciFact,660,Ivermectin is used to treat onchocerciasis.,43,6,1.0,6.166666666666667,0.0,0.023255813953488372,14.123706987712701,11.871637717659118,1.1614457971385583,3.485915782778328,0.09941814063975585,1.305480698617096,0.9384108786481065,0.8519461770213489,1.1897016505737552,-0.1919887298396954,0.5,0.575,0.6666666666666666,0.08291561975888498,0.611111111111111,113.9,39.39530428870933,0.6131471927654584,1
SciFact,674,LDL cholesterol has no involvement in the development of cardiovascular disease.,80,11,1.0,6.2727272727272725,0.0,0.0125,39.20761381534344,29.129778027690254,3.6366547148835218,13.668167680401702,3.0259624134246863,7.11130616440623,3.4307193328926675,0.09269036067330637,1.3459633567435143,-0.5659533403688687,0.8181818181818182,0.6272727272727272,0.8181818181818182,0.08576346483687823,0.7272727272727272,147.9,38.49662322853785,0.0,0
SciFact,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,79,12,1.0,5.583333333333333,0.0,0.012658227848101266,39.28109209400631,24.315093759407148,5.951290145986278,21.445395999126212,1.9061326480501677,13.986976653957854,6.280344202546973,0.2239726089874539,1.615502390518607,-0.8750452974588548,0.5,0.4374999999999999,0.5833333333333334,0.07850601533923655,0.5,127.65,28.70065330266892,0.0,0
SciFact,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,133,22,0.9090909090909091,4.909090909090909,0.022556390977443608,0.05263157894736842,39.50289435391009,34.84235009408797,1.779868640135352,6.568854272577994,0.415463503083096,3.596505655364517,1.6674415512913237,0.46143907073816726,1.1337609043947043,-0.27554238931471525,0.5,0.44499999999999995,0.55,0.05454356057317857,0.48333333333333334,152.25,39.39527255902667,0.5,1
SciFact,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,104,14,1.0,6.428571428571429,0.0,0.019230769230769232,45.44645511204137,27.01756895898469,6.590238588551498,25.0325798229926,6.745572577642513,15.375339370265149,6.1155148155485595,0.004405156035544718,1.6821074901681026,-1.0262606853839846,0.7857142857142857,0.4321428571428571,0.7857142857142857,0.12263060509563853,0.5952380952380952,115.8,24.305554920634915,0.0,0
SciFact,692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,87,11,0.9090909090909091,6.909090909090909,0.0,0.022988505747126436,28.256002364026912,21.61868481055546,3.041418543459413,10.08265703953365,0.3167762575126929,4.250421746800271,2.9182778710643182,0.46701443239546203,1.3070176382899452,-0.4812702331710798,0.4,0.4000000000000001,0.5,0.07745966692414834,0.4666666666666666,124.85,32.82114409949781,0.36907024642854247,1
SciFact,693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,83,11,0.9090909090909091,6.545454545454546,0.0,0.024096385542168676,29.74126636074203,21.60503145054213,3.0083729383670397,11.56792103624877,4.230853535144433,5.4996850399251755,2.587974202003138,0.095731951363499,1.3765898202381808,-0.4872185118799526,0.6,0.38500000000000006,0.6,0.0792148975887743,0.4666666666666666,123.5,33.25733001911007,0.0,0
SciFact,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,69,11,1.0,5.363636363636363,0.028985507246376812,0.0,30.091675185751317,22.83439502791702,2.272273329905772,9.18797367289605,1.8166418794508807,6.808949454713495,2.591134377624172,0.19476231704726113,1.3178223092383945,-0.30582865654482605,0.5454545454545454,0.5045454545454545,0.6363636363636364,0.06726658448613064,0.5454545454545454,109.05,24.852514963278864,0.0,0
SciFact,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,71,12,0.9166666666666666,5.0,0.028169014084507043,0.0,41.19167486819211,27.037156473630183,3.9376630885894617,16.797549392830383,8.591999008223745,14.191009369628283,4.673999617076284,0.0013763678997877858,1.5235209704233164,-0.5022713634379323,0.6363636363636364,0.509090909090909,0.6363636363636364,0.08331955809010617,0.5757575757575757,105.95,22.526595393001582,0.13092975357145753,1
SciFact,715,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,96,15,1.0,5.4,0.010416666666666666,0.010416666666666666,30.897857256946732,26.879079992691448,1.6597708748722733,5.383051559702558,0.3213973586233685,3.7956539654417973,1.7281491304263366,0.5762358358237943,1.1495132000555082,-0.24156182169477586,0.6,0.5233333333333333,0.6,0.06757711644237763,0.6,117.3,27.826426288691835,0.0,0
SciFact,716,Low expression of miR7a exerts a biological function in testis.,63,10,1.0,5.3,0.015873015873015872,0.015873015873015872,22.23048272759604,19.27629432175324,1.167879512243478,4.0947782523780205,0.22704307959070036,2.16386323552927,1.120836865646323,0.7039261326595294,1.1532549958271288,-0.18207946619524404,0.5,0.5549999999999999,0.7,0.05894913061275797,0.5,115.35,20.76842555419163,0.0,0
SciFact,718,Low nucleosome occupancy correlates with low methylation levels across species.,79,10,0.9,6.9,0.0,0.012658227848101266,24.717371801412348,18.898767453054877,2.71261175015518,8.600476176703395,0.8100852050158664,4.774351279562612,2.330642371030308,0.5429660075367189,1.3078827422376123,-0.43837653314012975,0.5555555555555556,0.4444444444444445,0.6666666666666666,0.09296222517045286,0.48148148148148145,127.0,36.462309307009065,0.36907024642854247,1
SciFact,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,108,14,1.0,6.714285714285714,0.0,0.018518518518518517,53.910405259103584,22.271104496482003,7.792205672775116,35.81753954340223,23.513734131431722,31.086400970818794,9.867234034309458,6.568959183366141e-10,2.4206435413932614,-0.846927834011465,0.7142857142857143,0.42142857142857143,0.7142857142857143,0.09285714285714286,0.5238095238095238,123.4,17.338973441354593,0.0,0
SciFact,723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,115,15,1.0,6.666666666666667,0.017391304347826087,0.008695652173913044,79.35773769621103,29.217809348631125,11.597602412943369,54.81767006340631,49.37535019003432,51.05499240534448,15.472520249344893,-4.3433308182350227e-13,2.71607418438881,-0.9843339874485963,0.8666666666666667,0.4533333333333334,0.8666666666666667,0.10456258094238749,0.5777777777777778,110.65,22.856672986241897,0.0,0
SciFact,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,92,14,0.9285714285714286,5.571428571428571,0.021739130434782608,0.010869565217391304,48.92141337522565,25.319101834326236,9.093417081823127,31.045778780790307,8.047554054795889,14.164313684350489,8.635544662406973,0.0013759387865336647,1.932193870672802,-1.401423781795622,0.46153846153846156,0.4346153846153847,0.6153846153846154,0.08862860478309931,0.4871794871794872,117.7,25.203372790164412,-0.2440769463369159,0
SciFact,728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,76,12,0.8333333333333334,5.333333333333333,0.02631578947368421,0.013157894736842105,54.75909541031623,27.816549100275846,9.675212812133397,34.54312497101782,9.410146217393446,21.488604471586463,10.085101767276038,0.00042962705093884995,1.9685797549119133,-1.4372931782525866,0.5,0.38,0.6,0.09797958971132714,0.5,112.85,21.714683971911725,0.2719550712853436,1
SciFact,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,76,12,1.0,5.333333333333333,0.013157894736842105,0.02631578947368421,37.12212404850024,22.723555182964297,3.7300625880235803,17.086750054450015,9.560730607216946,14.395199165350029,4.42052681472613,0.0003667306515515074,1.6336406759242699,-0.46451268358967857,0.5833333333333334,0.47916666666666663,0.5833333333333334,0.06909634979907084,0.5,128.8,55.16756293330348,0.36907024642854247,1
SciFact,742,Macrolides have no protective effect against myocardial infarction.,67,8,1.0,7.375,0.0,0.014925373134328358,31.130278811339053,16.31174158484263,3.7390790619168492,17.592310976528566,12.45748244363212,13.482867773821457,4.430211959984338,7.0209596637269e-05,1.9084583120337233,-0.4624597741219175,0.875,0.4875,0.875,0.13635890143294643,0.5833333333333334,144.75,30.09131934628324,0.0,0
SciFact,743,Macrolides protect against myocardial infarction.,49,5,1.0,8.8,0.0,0.02040816326530612,26.937695205098322,14.146218435249944,3.186809874251182,15.28005139870897,11.222955126339123,11.791371119266426,3.8008569952057623,0.00029310271125618904,1.9042329459563707,-0.3879230693617911,0.8,0.4200000000000001,0.8,0.1077032961426901,0.5333333333333333,144.75,36.522424618308136,0.0,0
SciFact,744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,103,16,0.9375,5.4375,0.0,0.019417475728155338,58.008232517490626,35.50612551004418,6.016361766567458,27.17658369833322,13.715308458264836,21.828384136770083,7.028998196615711,7.125586750496626e-06,1.6337528154425331,-0.7726520638034182,0.7333333333333333,0.5433333333333332,0.7333333333333333,0.07965202096899011,0.6666666666666666,114.05,30.989474019415045,0.0,0
SciFact,756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,101,15,1.0,5.733333333333333,0.0,0.019801980198019802,40.63051237615666,23.964349298761157,6.080701747305298,22.812809565127957,3.7929546504551013,14.281825557884801,5.699505351376774,0.04672849301215617,1.6954565245907622,-0.9421825211749548,0.6666666666666666,0.41000000000000003,0.6666666666666666,0.11976829482147786,0.5555555555555555,118.4,27.581515549367477,0.1989700043360188,1
SciFact,759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,163,20,1.0,7.15,0.0,0.012269938650306749,57.47446015491618,36.32455658047003,7.445898238443166,29.467734293231842,6.4206911158374,15.991881087112027,6.957598453925911,0.005244711195198088,1.5822480868442985,-1.1637654391203822,0.75,0.47750000000000004,0.75,0.1042532973099652,0.6,150.3,37.58603464054169,0.0,0
SciFact,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,107,11,1.0,8.545454545454545,0.0,0.028037383177570093,36.774190180597145,17.750878853631455,6.200576436833946,22.649305179524763,1.4112838716843044,19.58239591050052,7.728767158848829,0.21491147623456977,2.07168278730458,-0.7069769603943376,0.45454545454545453,0.3999999999999999,0.5454545454545454,0.060302268915552716,0.48484848484848486,116.35,23.02449782297108,0.43067655807339306,1
SciFact,770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,200,27,0.9259259259259259,6.407407407407407,0.0,0.01,85.38027873101368,49.51051378565288,9.089193335085731,41.25996016298241,26.692358471738828,35.177490856104015,11.031680764107291,3.141806642517896e-11,1.7244878350617139,-1.0806761133535072,0.8,0.4619999999999999,0.8,0.08715503427800371,0.5866666666666667,149.2,48.124422074451964,0.0,0
SciFact,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,123,16,1.0,6.3125,0.0,0.056910569105691054,39.42517507930633,26.263448095307933,6.0129092801127975,18.77723929930177,1.715984673523053,6.624475241734977,5.789485654917358,0.25904752001053893,1.501142383750814,-0.9348874873407972,0.5,0.384375,0.5625,0.07201074138626821,0.5,111.5,21.453437952924933,0.0,0
SciFact,781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,107,15,1.0,6.133333333333334,0.0,0.018691588785046728,40.83498531969222,26.045305174364124,5.436457395997513,19.998175131239666,2.7735946946791756,11.824884868387322,5.237841717963038,0.0975624321870566,1.5678443791046568,-0.8369513308043357,0.7333333333333333,0.45,0.7333333333333333,0.08660254037844385,0.5777777777777778,116.2,20.08880285133985,0.0,0
SciFact,783,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,80,16,1.0,4.0,0.0,0.05,52.67590975709897,28.257413025770546,7.6200150766945365,31.139557087674756,11.596677014286556,22.20603921783806,7.846343927226631,5.076230910676573e-05,1.8641448072071898,-1.130784691209235,0.4375,0.465625,0.625,0.06695089151758922,0.5416666666666666,129.2,18.386408023319834,0.0,0
SciFact,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,118,16,1.0,6.3125,0.0,0.01694915254237288,41.88209892990627,34.97933793775831,2.7418183502267914,9.245900687678485,1.181970644619149,5.188608667086243,2.9123367076638633,0.36763849039590796,1.1973382402042778,-0.4071518441216848,0.75,0.6125,0.75,0.05448623679425841,0.625,112.6,25.182136525719972,0.5693234419266069,1
SciFact,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,130,16,0.75,7.125,0.0,0.015384615384615385,38.89694531156194,23.578809191372905,4.74788015546335,19.737545393848794,6.852992953959173,13.225635313415424,4.7986717066479985,0.0037005941050273546,1.6496569014941471,-0.7059790487346138,0.5,0.4,0.6666666666666666,0.11055415967851333,0.47222222222222215,117.7,31.241158749316583,0.0,0
SciFact,793,Mitochondria are uninvolved in apoptosis.,41,5,1.0,7.2,0.0,0.024390243902439025,19.274149834193224,14.634441872792758,1.6954380199575616,6.23724884805892,0.9839981341338557,4.008333476734041,1.6344242575401786,0.4627838018502306,1.3170403081805435,-0.2621016474068705,0.8,0.6299999999999999,0.8,0.09539392014169457,0.7333333333333334,110.9,36.22830385209885,0.0,0
SciFact,800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,127,19,0.8947368421052632,5.684210526315789,0.0,0.007874015748031496,43.35191228031352,37.338834094709206,2.4678583462452695,8.324009295988454,0.7356819933802328,4.827206992039251,2.285777692188453,0.4131264059025518,1.1610408662025242,-0.3882681801226246,0.6470588235294118,0.45,0.6470588235294118,0.08166731398185188,0.5490196078431372,120.5,28.30635970943632,0.0,0
SciFact,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,64,8,1.0,7.0,0.0,0.03125,47.54257080647251,20.52835895654748,6.3576741182217615,30.935269296511187,24.47148881624728,27.584498189724552,8.287551441221101,3.713521598562917e-10,2.315945999731698,-0.6166878418555404,1.0,0.45625,1.0,0.14402148277253637,0.6666666666666666,114.4,22.35710177997139,0.0,0
SciFact,808,Most termination events in Okazaki fragments are sequence specific.,67,9,1.0,6.444444444444445,0.0,0.014925373134328358,29.336475166119723,16.77267400326781,3.4550753400111973,15.103643237250358,8.469483794982242,11.460165067602698,3.8423294105728587,0.0015751444223857556,1.7490636949364256,-0.47033871375580644,0.5555555555555556,0.49444444444444446,0.6666666666666666,0.08221471437193746,0.5555555555555556,119.95,39.19754456595464,0.0,0
SciFact,811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,97,15,1.0,5.466666666666667,0.010309278350515464,0.010309278350515464,48.395035812058275,22.94768218230408,5.979273930980427,28.082540781952066,23.402227426140158,26.008125083485453,7.83876718462771,1.7030828412998082e-09,2.1089291470742833,-0.5633375717280343,0.6,0.4533333333333334,0.6,0.077746025264604,0.5777777777777778,116.4,22.02589385246374,0.0,0
SciFact,814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",159,26,0.8461538461538461,5.076923076923077,0.006289308176100629,0.025157232704402517,71.68816318741523,49.200149966067556,5.689437718965165,26.457205405246263,17.802454091719895,21.811034437133422,6.728855029716748,2.4139298141971465e-07,1.457072046261185,-0.7015460175565055,0.5,0.4409090909090909,0.5454545454545454,0.04788933524023971,0.5,118.05,23.219549952572294,0.0,0
SciFact,820,N-terminal cleavage increases success identifying transcription start sites.,76,9,1.0,7.444444444444445,0.0,0.02631578947368421,16.115106702841167,13.122664145713511,1.3002279839823778,4.651637938179789,0.7665796050768563,2.1929433818086643,1.045186252306009,0.770894797510813,1.2280362069698425,-0.2152220438589619,0.3333333333333333,0.34444444444444444,0.4444444444444444,0.04843221048378526,0.3333333333333333,112.55,24.958916242497388,0.0,0
SciFact,821,N-terminal cleavage reduces success identifying transcription start sites.,74,9,1.0,7.222222222222222,0.0,0.02702702702702703,16.115106702841167,13.135432676427957,1.32126153596692,5.09744166052274,0.7665796050768563,2.1929433818086643,1.0323049009753602,0.7761468834778071,1.2268424725559555,-0.2204386881659614,0.3333333333333333,0.3277777777777777,0.4444444444444444,0.04267303193260338,0.3333333333333333,117.9,27.075634803269153,0.0,0
SciFact,823,N348I mutations cause resistance to zidovudine (AZT).,53,7,1.0,6.285714285714286,0.05660377358490566,0.05660377358490566,40.26760624643274,15.617666100155244,6.9828801162763225,28.544737516102796,13.551359595946884,25.19406425522302,8.643453671452747,1.1499332118771872e-05,2.57833699274903,-0.8302726852643426,0.7142857142857143,0.45,0.7142857142857143,0.0681385143869247,0.5714285714285714,118.15,32.1733973959854,0.0,0
SciFact,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,128,17,1.0,6.411764705882353,0.0234375,0.03125,53.398907099503774,30.33317910360156,5.827240469453946,27.28100888235671,17.47845192237275,22.17376613758773,6.83139177934402,2.207018151194617e-07,1.7604124815642401,-0.7184957137875821,0.6470588235294118,0.40588235294117647,0.6470588235294118,0.07870051858976265,0.5098039215686274,117.15,25.2572266886133,0.0,0
SciFact,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,100,12,1.0,7.166666666666667,0.01,0.03,31.947109241152077,24.451176849781792,3.015455705457872,10.80398136689604,3.262318054962524,3.6121914807840234,2.7212191737852294,0.2397975154090052,1.3065673459164064,-0.48126826408838674,0.5,0.3958333333333333,0.5,0.05818433351570393,0.47222222222222227,113.45,22.49549954990998,0.0,0
SciFact,832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,58,7,1.0,7.142857142857143,0.05172413793103448,0.05172413793103448,39.38627328488248,13.795180138210066,6.354335634139047,29.389613706866164,22.25124484954435,24.350947150126327,7.518829562700486,5.665939468247072e-09,2.8550749530112967,-0.7560342420933116,0.7142857142857143,0.35,0.7142857142857143,0.15303060918306108,0.5238095238095238,119.15,27.756575797457437,0.0,0
SciFact,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,93,11,1.0,7.454545454545454,0.010752688172043012,0.021505376344086023,19.942302805090456,14.757127890444806,2.0521059318767096,6.961934941402344,1.1710989151321414,3.0592888338513333,1.957998277639327,0.46577484334262553,1.3513674851325936,-0.3163345853445874,0.36363636363636365,0.34090909090909083,0.45454545454545453,0.08067381522408568,0.30303030303030304,101.0,21.358838919754042,0.5,1
SciFact,837,NR5A2 is important in development of endometrial tissues.,57,8,1.0,6.125,0.03508771929824561,0.017543859649122806,33.936389961371525,20.693162789648465,3.435585202717455,15.706387497217445,8.915487204964077,12.864513812459506,4.1059382806519755,0.0007191723821597974,1.6399808142594734,-0.42818682050921486,0.75,0.6125,0.75,0.11792476415070756,0.625,127.25,30.462887256463397,0.0,0
SciFact,839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,109,14,0.9285714285714286,6.785714285714286,0.0,0.009174311926605505,33.365371415476055,20.053480084220194,7.349089874596563,19.617892326993527,1.847106972830165,3.1877192425063328,6.235234352555929,0.41543866508907257,1.663819510396642,-1.161502509886187,0.46153846153846156,0.39230769230769236,0.6153846153846154,0.1112064022676997,0.35897435897435903,114.3,26.70037452920839,0.0,0
SciFact,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,82,10,1.0,7.0,0.0,0.04878048780487805,64.88628092163293,39.23478494558212,10.580906334331061,39.946819951309564,10.997315671230936,19.820252565262507,7.400848809417808,0.0001282178360675491,1.6537947388173257,-1.779591869934991,1.0,0.6599999999999999,1.0,0.16248076809271922,0.8666666666666667,110.35,26.842643312460865,0.0,0
SciFact,847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,119,18,0.9444444444444444,5.611111111111111,0.0,0.008403361344537815,60.87818798288742,39.258204649222264,5.542907288391154,25.680243943023314,16.68698782905068,21.440581168805885,6.6142578422503036,8.813405454260981e-07,1.5507124823165712,-0.6831582308593893,0.7058823529411765,0.45588235294117646,0.7058823529411765,0.07864554092424082,0.5882352941176471,121.4,31.238437861071095,0.0,0
SciFact,852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,107,15,1.0,6.133333333333334,0.0,0.018691588785046728,34.33148002825119,21.957309054405325,4.375233896059303,15.949534927476986,2.174351898622639,11.254437142555897,4.653245669492184,0.14576544915402279,1.563555895815167,-0.6349291396516799,0.4666666666666667,0.45,0.6,0.08913161304747291,0.4666666666666666,170.1,86.70922672933946,0.0,0
