dataset,pipeline,query_id,query_text,elapsed_sec,ndcg@5,mrr@5,recall@5,map@5,ndcg@10,mrr@10,recall@10,map@10,ndcg@20,mrr@20,recall@20,map@20,ndcg,mrr,recall,map
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1028,dietary scoring,3.0741206349994172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1039,domoic acid,3.019974202999947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1050,Dr. Dean Ornish,3.0030906539996067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1066,Dr. Walter Willett,3.0044108299998697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1088,ECMO,3.0861805579997963,0.5531464700081437,1.0,0.4,0.4,0.5531464700081437,1.0,0.4,0.4,0.5531464700081437,1.0,0.4,0.4,0.5531464700081437,1.0,0.4,0.4
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1098,eggnog,3.045524039999691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1109,endocrine disruptors,3.0147790249993704,0.6843515475204855,1.0,0.030612244897959183,0.52,0.5919268187287083,1.0,0.05102040816326531,0.38916666666666666,0.5174736858084552,1.0,0.09183673469387756,0.2800109649122807,0.5919268187287083,1.0,0.05102040816326531,0.38916666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1119,energy drinks,3.019362965000255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1130,ergothioneine,2.996585316999699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1141,Evidence-based medicine,2.896755077999842,0.3391602052736161,1.0,0.0625,0.2,0.22009176629808017,1.0,0.0625,0.1,0.1637733768567814,1.0,0.0625,0.0625,0.22009176629808017,1.0,0.0625,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1151,factory farming practices,2.9957392930000424,0.14606834984270645,0.25,0.006535947712418301,0.05,0.2980272981222516,0.25,0.026143790849673203,0.1269047619047619,0.299806455270388,0.25,0.0457516339869281,0.12367965367965368,0.2980272981222516,0.25,0.026143790849673203,0.1269047619047619
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1161,fava beans,3.0192424080005367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1172,fenugreek,3.0158065030000216,0.3391602052736161,1.0,0.05263157894736842,0.2,0.22009176629808017,1.0,0.05263157894736842,0.1,0.1467868763787456,1.0,0.05263157894736842,0.05263157894736842,0.22009176629808017,1.0,0.05263157894736842,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1183,Finland,3.0623883609996483,0.0,0.0,0.0,0.0,0.13698471029831175,0.14285714285714285,0.08,0.03428571428571429,0.08840545926477482,0.14285714285714285,0.08,0.017142857142857144,0.13698471029831175,0.14285714285714285,0.08,0.03428571428571429
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1193,flax oil,3.13203149400033,0.21398626473452756,0.5,0.05555555555555555,0.1,0.13886244387355454,0.5,0.05555555555555555,0.05,0.09586820699422145,0.5,0.05555555555555555,0.027777777777777776,0.13886244387355454,0.5,0.05555555555555555,0.05
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1203,folic acid,3.0465742110000065,0.5531464700081437,1.0,0.16666666666666666,0.4,0.3589542101716347,1.0,0.16666666666666666,0.2,0.32024599984493496,1.0,0.16666666666666666,0.16666666666666666,0.3589542101716347,1.0,0.16666666666666666,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1214,Fosamax,3.0149196359998314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1225,fructose,3.050204615000439,0.830419897363192,1.0,0.14814814814814814,0.71,0.6809047493604335,1.0,0.2222222222222222,0.49833333333333324,0.5486998012191048,1.0,0.3333333333333333,0.33425407925407924,0.6809047493604335,1.0,0.2222222222222222,0.49833333333333324
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1236,galactosemia,3.0857816889993046,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1249,genetic manipulation,2.610879531000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1262,Global Burden of Disease Study,3.0087080820003393,0.7227265726449519,1.0,0.3,0.6,0.4690000933206748,1.0,0.3,0.3,0.4690000933206748,1.0,0.3,0.3,0.4690000933206748,1.0,0.3,0.3
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1275,goji berries,3.0272194640001544,0.5531464700081437,1.0,0.03636363636363636,0.4,0.3589542101716347,1.0,0.03636363636363636,0.2,0.2680136148255396,1.0,0.05454545454545454,0.11071428571428572,0.3589542101716347,1.0,0.03636363636363636,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1288,grapes,3.0694181859998935,0.8539316501572937,1.0,0.02040816326530612,0.76,0.6987957033953602,1.0,0.030612244897959183,0.53,0.597777779434699,1.0,0.05102040816326531,0.38832875457875454,0.6987957033953602,1.0,0.030612244897959183,0.53
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1299,growth promoters,3.084534204999727,0.3391602052736161,1.0,0.01639344262295082,0.2,0.22009176629808017,1.0,0.01639344262295082,0.1,0.18042467779904023,1.0,0.03278688524590164,0.058333333333333334,0.22009176629808017,1.0,0.01639344262295082,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1309,halibut,3.011423922999711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1320,Harvard Physicians’ Study II,2.983595814000182,0.0,0.0,0.0,0.0,0.2032495876139783,0.16666666666666666,0.3333333333333333,0.06944444444444443,0.2827279708205742,0.16666666666666666,0.5,0.1079059829059829,0.2032495876139783,0.16666666666666666,0.3333333333333333,0.06944444444444443
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1331,hearing,3.0073763549999057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1342,heme iron,3.1547508110006675,0.34519134224686937,0.5,0.125,0.18,0.2973694836145356,0.5,0.1875,0.13285714285714284,0.30854962889707926,0.5,0.3125,0.12790750915750915,0.2973694836145356,0.5,0.1875,0.13285714285714284
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1353,hernia,3.046721076999347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1363,Hiroshima,3.0074967930004277,0.3391602052736161,1.0,0.09090909090909091,0.2,0.22009176629808017,1.0,0.09090909090909091,0.1,0.2073612289146658,1.0,0.09090909090909091,0.09090909090909091,0.22009176629808017,1.0,0.09090909090909091,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1374,hormonal dysfunction,3.024262601999908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1387,hyperactivity,3.085204636000526,0.34519134224686937,0.5,0.16666666666666666,0.18,0.4330549290057019,0.5,0.4166666666666667,0.2384126984126984,0.5404775229504517,0.5,0.6666666666666666,0.3302429052429052,0.4330549290057019,0.5,0.4166666666666667,0.2384126984126984
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1398,IGF-1,3.146972607999487,1.0,1.0,0.04854368932038835,1.0,1.0,1.0,0.0970873786407767,1.0,0.757805175790617,1.0,0.1262135922330097,0.6394871794871795,1.0,1.0,0.0970873786407767,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1409,industrial toxins,3.016683414999534,0.4912596920895758,0.5,0.011857707509881422,0.32,0.3971921948634016,0.5,0.015810276679841896,0.22666666666666666,0.25633487362797824,0.5,0.015810276679841896,0.11333333333333333,0.3971921948634016,0.5,0.015810276679841896,0.22666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1419,insects,3.0028531489997476,0.5531464700081437,1.0,0.03076923076923077,0.4,0.3589542101716347,1.0,0.03076923076923077,0.2,0.23165732683700077,1.0,0.03076923076923077,0.1,0.3589542101716347,1.0,0.03076923076923077,0.2
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1429,Iowa Women’s Health Study,3.077654125000663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1441,Japan,2.9587038210001992,0.8687949224876582,1.0,0.021505376344086023,0.8,0.8512360941594274,1.0,0.043010752688172046,0.745436507936508,0.6177349614770589,1.0,0.053763440860215055,0.4290340434419382,0.8512360941594274,1.0,0.043010752688172046,0.745436507936508
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1453,junk food,3.0782846229994902,0.48522855511632257,1.0,0.00816326530612245,0.3,0.38113435412202,1.0,0.012244897959183673,0.18333333333333332,0.3207125936806425,1.0,0.02040816326530612,0.1261904761904762,0.38113435412202,1.0,0.012244897959183673,0.18333333333333332
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1463,kidney beans,2.963812986999983,0.38356636737133565,0.5,0.08333333333333333,0.2333333333333333,0.2489083270225946,0.5,0.08333333333333333,0.11666666666666665,0.16063730702017212,0.5,0.08333333333333333,0.05833333333333333,0.2489083270225946,0.5,0.08333333333333333,0.11666666666666665
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1473,kohlrabi,3.0372930459998315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1485,lard,3.0710461039998336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1496,leeks,3.1136550530000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1506,leucine,3.034205457999633,0.36005461457723403,0.5,0.13333333333333333,0.2,0.23365080824310533,0.5,0.13333333333333333,0.1,0.1811198229493608,0.5,0.13333333333333333,0.06666666666666667,0.23365080824310533,0.5,0.13333333333333333,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1516,Lindane,3.018004127000495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1527,liver disease,2.9778269309999814,1.0,1.0,0.024752475247524754,1.0,0.7967610662472993,1.0,0.034653465346534656,0.6875,0.7628348987168905,1.0,0.06930693069306931,0.5935693037182974,0.7967610662472993,1.0,0.034653465346534656,0.6875
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1537,low-carb diets,3.181537113999184,0.5147714448836774,0.5,0.06666666666666667,0.35333333333333333,0.5481351590340573,0.5,0.13333333333333333,0.37249999999999994,0.3537485341834784,0.5,0.13333333333333333,0.18624999999999997,0.5481351590340573,0.5,0.13333333333333333,0.37249999999999994
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1547,lyme disease,3.006979069999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1557,magnesium,3.0036640660000558,0.30078518014914984,0.3333333333333333,0.07692307692307693,0.14666666666666667,0.19518900079066107,0.3333333333333333,0.07692307692307693,0.07333333333333333,0.16435324605419743,0.3333333333333333,0.11538461538461539,0.04916666666666667,0.19518900079066107,0.3333333333333333,0.07692307692307693,0.07333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1568,maple syrup,3.0111171799999283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1579,mastitis,3.0678617990006387,0.21398626473452756,0.5,0.2,0.1,0.21398626473452756,0.5,0.2,0.1,0.21398626473452756,0.5,0.2,0.1,0.21398626473452756,0.5,0.2,0.1
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1590,medical ethics,3.0236591069997303,0.21398626473452756,0.5,0.05555555555555555,0.1,0.13886244387355454,0.5,0.05555555555555555,0.05,0.09586820699422145,0.5,0.05555555555555555,0.027777777777777776,0.13886244387355454,0.5,0.05555555555555555,0.05
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1601,memory,2.917183123000541,0.5087403079104241,1.0,0.02702702702702703,0.3333333333333333,0.6149518506608846,1.0,0.08108108108108109,0.39630952380952383,0.5424201825003009,1.0,0.13513513513513514,0.3179561370002546,0.6149518506608846,1.0,0.08108108108108109,0.39630952380952383
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1611,mesquite,3.003084327000579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1621,Mevacor,3.0080818689993976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1635,milk,3.0853437789992313,1.0,1.0,0.01160092807424594,1.0,0.9266360779006401,1.0,0.02088167053364269,0.866388888888889,0.8806939619179789,1.0,0.03944315545243619,0.780408213217811,0.9266360779006401,1.0,0.02088167053364269,0.866388888888889
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1645,molasses,3.006536079000398,0.3391602052736161,1.0,0.16666666666666666,0.2,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1656,mouth cancer,3.01783862999946,0.16958010263680806,0.3333333333333333,0.03571428571428571,0.06666666666666667,0.11004588314904008,0.3333333333333333,0.03571428571428571,0.03333333333333333,0.07102001981682865,0.3333333333333333,0.03571428571428571,0.016666666666666666,0.11004588314904008,0.3333333333333333,0.03571428571428571,0.03333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1667,muscle health,2.926354285999878,0.5531464700081437,1.0,0.012578616352201259,0.4,0.6437684113853992,1.0,0.03773584905660377,0.4296428571428571,0.6242457579401895,1.0,0.07547169811320754,0.38998720169579293,0.6437684113853992,1.0,0.03773584905660377,0.4296428571428571
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1679,myelopathy,3.0270171000001938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1690,National Academy of Sciences,3.1028364040003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1700,Native Americans,3.0177357600005053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1710,neurocysticercosis,3.015408908000609,1.0,1.0,0.3125,1.0,1.0,1.0,0.625,1.0,0.8770703002965653,1.0,0.8125,0.8125,1.0,1.0,0.625,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1721,NIH-AARP study,2.9849328209993473,0.6843515475204855,1.0,0.0967741935483871,0.52,0.6652907408280685,1.0,0.1935483870967742,0.4730952380952381,0.4293569213631613,1.0,0.1935483870967742,0.23654761904761906,0.6652907408280685,1.0,0.1935483870967742,0.4730952380952381
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1731,norovirus,3.0803321860003052,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1741,nuts,3.056938510000691,1.0,1.0,0.011904761904761904,1.0,1.0,1.0,0.023809523809523808,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,1.0,0.023809523809523808,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1752,okra,3.015402410999741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1762,oral intraepithelial neoplasia,2.9691079790000003,0.5531464700081437,1.0,0.25,0.4,0.41253177989255346,1.0,0.25,0.25,0.473190593343675,1.0,0.375,0.27205882352941174,0.41253177989255346,1.0,0.25,0.25
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1772,organotins,3.06232128100055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1784,oxen meat,3.1630656699999236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1794,Panama,3.0081964390001303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1805,Parkinson's disease,3.02136428599988,0.8539316501572937,1.0,0.034482758620689655,0.76,0.9052116356304493,1.0,0.07758620689655173,0.8154365079365078,0.8360691332291271,1.0,0.13793103448275862,0.7160152420678736,0.9052116356304493,1.0,0.07758620689655173,0.8154365079365078
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1817,peanut butter,3.041695621999679,0.7227265726449519,1.0,0.1111111111111111,0.6,0.5473983622993502,1.0,0.14814814814814814,0.36666666666666664,0.35327302962844653,1.0,0.14814814814814814,0.18333333333333332,0.5473983622993502,1.0,0.14814814814814814,0.36666666666666664
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1827,Peoria,3.1186040290003803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1837,pesticides,3.111601912999504,1.0,1.0,0.025510204081632654,1.0,1.0,1.0,0.05102040816326531,1.0,0.9330720571764405,1.0,0.09183673469387756,0.892222222222222,1.0,1.0,0.05102040816326531,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1847,philippines,3.001973874000214,0.38356636737133565,0.5,0.18181818181818182,0.2333333333333333,0.2489083270225946,0.5,0.18181818181818182,0.11666666666666665,0.2345109835167376,0.5,0.18181818181818182,0.10606060606060605,0.2489083270225946,0.5,0.18181818181818182,0.11666666666666665
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1857,phytic acid,3.0443515979995937,0.8687949224876582,1.0,0.12121212121212122,0.8,0.6371523797895856,1.0,0.15151515151515152,0.4714285714285714,0.4111973419097471,1.0,0.15151515151515152,0.2357142857142857,0.6371523797895856,1.0,0.15151515151515152,0.4714285714285714
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1867,pineapples,3.049125183999422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1877,plant-based diet,3.1126398059996063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1887,poisonous plants,2.861752159000389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1897,polypropylene plastic,3.0210571090001395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1909,pork,3.0319184160007353,1.0,1.0,0.01079913606911447,1.0,0.8572048559638628,1.0,0.017278617710583154,0.7577777777777778,0.800964943989601,1.0,0.032397408207343416,0.6487035771246298,0.8572048559638628,1.0,0.017278617710583154,0.7577777777777778
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1919,poultry workers,3.0497645799996462,1.0,1.0,0.18518518518518517,1.0,0.7967610662472993,1.0,0.25925925925925924,0.6875,0.5538246437359516,1.0,0.2962962962962963,0.3801136363636364,0.7967610662472993,1.0,0.25925925925925924,0.6875
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1929,prenatal vitamins,3.064758915999846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1940,prolactin,3.033433920999414,0.5087403079104241,1.0,0.16666666666666666,0.3333333333333333,0.33013764944712026,1.0,0.16666666666666666,0.16666666666666666,0.2945369036989339,1.0,0.16666666666666666,0.13888888888888887,0.33013764944712026,1.0,0.16666666666666666,0.16666666666666666
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1950,prunes,3.0363932709997243,0.38356636737133565,0.5,0.15384615384615385,0.2333333333333333,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665,0.2111759851719728,0.5,0.15384615384615385,0.08974358974358973,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1962,pumpkin,2.9992252559995904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1972,quinine,3.1050535829999717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1983,rapamycin,3.008834102000037,1.0,1.0,0.15625,1.0,1.0,1.0,0.3125,1.0,0.8264982068560008,1.0,0.46875,0.7265570175438596,1.0,1.0,0.3125,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-1995,red tea,2.9948362280001675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05184030722866645,0.06666666666666667,0.09090909090909091,0.006060606060606061,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2009,rhabdomyolysis,3.0361545200003093,0.16958010263680806,0.3333333333333333,0.125,0.06666666666666667,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2019,rickets,3.0835909429997628,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2030,Rutin,3.089202430000114,0.21398626473452756,0.5,0.16666666666666666,0.1,0.19092086617893467,0.5,0.16666666666666666,0.08333333333333333,0.19092086617893467,0.5,0.16666666666666666,0.08333333333333333,0.19092086617893467,0.5,0.16666666666666666,0.08333333333333333
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2040,salmon,3.004083314000127,1.0,1.0,0.03787878787878788,1.0,0.8630152897016883,1.0,0.06060606060606061,0.7763888888888889,0.6581133252983384,1.0,0.08333333333333333,0.47323120915032685,0.8630152897016883,1.0,0.06060606060606061,0.7763888888888889
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2051,saturated fat,3.049722791000022,0.830419897363192,1.0,0.011267605633802818,0.71,0.5388856921828065,1.0,0.011267605633802818,0.355,0.5312793499582438,1.0,0.02535211267605634,0.3021503496503496,0.5388856921828065,1.0,0.011267605633802818,0.355
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2061,seafood,3.017275717999837,1.0,1.0,0.012195121951219513,1.0,1.0,1.0,0.024390243902439025,1.0,1.0,1.0,0.04878048780487805,1.0,1.0,1.0,0.024390243902439025,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2071,serotonin,3.16629524200016,0.4703652827859579,1.0,0.044444444444444446,0.27999999999999997,0.43828689407543014,1.0,0.08888888888888889,0.21749999999999997,0.46711600757497496,1.0,0.2,0.23506701631701632,0.43828689407543014,1.0,0.08888888888888889,0.21749999999999997
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2081,shelf life,2.849974411000403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2092,sirtuins,3.006920877000084,1.0,1.0,0.5,1.0,0.6489315753318465,1.0,0.5,0.5,0.6489315753318465,1.0,0.5,0.5,0.6489315753318465,1.0,0.5,0.5
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2102,smoking,2.744250982000267,0.6548086577531307,1.0,0.007125890736342043,0.4833333333333333,0.7065632165480471,1.0,0.0166270783847981,0.5164285714285715,0.5992017965200366,1.0,0.026128266033254157,0.3858937115516063,0.7065632165480471,1.0,0.0166270783847981,0.5164285714285715
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2113,soil health,2.8576380639997296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NF-Corpus,BM25 + BGE-Reranker,PLAIN-2124,spearmint,3.1539462559994718,0.5531464700081437,1.0,0.11764705882352941,0.4,0.3589542101716347,1.0,0.11764705882352941,0.2,0.2570088759103378,1.0,0.11764705882352941,0.11764705882352941,0.3589542101716347,1.0,0.11764705882352941,0.2
