dataset,pipeline,query_id,recall_level,precision
SciFact,BM25,743,0.7000000000000001,1.0
SciFact,BM25,743,0.8,1.0
SciFact,BM25,743,0.9,1.0
SciFact,BM25,743,1.0,1.0
SciFact,BM25,744,0.0,0.5
SciFact,BM25,744,0.1,0.5
SciFact,BM25,744,0.2,0.5
SciFact,BM25,744,0.30000000000000004,0.5
SciFact,BM25,744,0.4,0.5
SciFact,BM25,744,0.5,0.5
SciFact,BM25,744,0.6000000000000001,0.5
SciFact,BM25,744,0.7000000000000001,0.5
SciFact,BM25,744,0.8,0.5
SciFact,BM25,744,0.9,0.5
SciFact,BM25,744,1.0,0.5
SciFact,BM25,756,0.0,0.1111111111111111
SciFact,BM25,756,0.1,0.1111111111111111
SciFact,BM25,756,0.2,0.1111111111111111
SciFact,BM25,756,0.30000000000000004,0.1111111111111111
SciFact,BM25,756,0.4,0.1111111111111111
SciFact,BM25,756,0.5,0.1111111111111111
SciFact,BM25,756,0.6000000000000001,0.1111111111111111
SciFact,BM25,756,0.7000000000000001,0.1111111111111111
SciFact,BM25,756,0.8,0.1111111111111111
SciFact,BM25,756,0.9,0.1111111111111111
SciFact,BM25,756,1.0,0.1111111111111111
SciFact,BM25,759,0.0,1.0
SciFact,BM25,759,0.1,1.0
SciFact,BM25,759,0.2,1.0
SciFact,BM25,759,0.30000000000000004,1.0
SciFact,BM25,759,0.4,1.0
SciFact,BM25,759,0.5,1.0
SciFact,BM25,759,0.6000000000000001,1.0
SciFact,BM25,759,0.7000000000000001,1.0
SciFact,BM25,759,0.8,1.0
SciFact,BM25,759,0.9,1.0
SciFact,BM25,759,1.0,1.0
SciFact,BM25,768,0.0,0.0625
SciFact,BM25,768,0.1,0.0625
SciFact,BM25,768,0.2,0.0625
SciFact,BM25,768,0.30000000000000004,0.0625
SciFact,BM25,768,0.4,0.0625
SciFact,BM25,768,0.5,0.0625
SciFact,BM25,768,0.6000000000000001,0.0625
SciFact,BM25,768,0.7000000000000001,0.0625
SciFact,BM25,768,0.8,0.0625
SciFact,BM25,768,0.9,0.0625
SciFact,BM25,768,1.0,0.0625
SciFact,BM25,770,0.0,1.0
SciFact,BM25,770,0.1,1.0
SciFact,BM25,770,0.2,1.0
SciFact,BM25,770,0.30000000000000004,1.0
SciFact,BM25,770,0.4,1.0
SciFact,BM25,770,0.5,1.0
SciFact,BM25,770,0.6000000000000001,1.0
SciFact,BM25,770,0.7000000000000001,1.0
SciFact,BM25,770,0.8,1.0
SciFact,BM25,770,0.9,1.0
SciFact,BM25,770,1.0,1.0
SciFact,BM25,775,0.0,0.0
SciFact,BM25,775,0.1,0.0
SciFact,BM25,775,0.2,0.0
SciFact,BM25,775,0.30000000000000004,0.0
SciFact,BM25,775,0.4,0.0
SciFact,BM25,775,0.5,0.0
SciFact,BM25,775,0.6000000000000001,0.0
SciFact,BM25,775,0.7000000000000001,0.0
SciFact,BM25,775,0.8,0.0
SciFact,BM25,775,0.9,0.0
SciFact,BM25,775,1.0,0.0
SciFact,BM25,781,0.0,0.5
SciFact,BM25,781,0.1,0.5
SciFact,BM25,781,0.2,0.5
SciFact,BM25,781,0.30000000000000004,0.5
SciFact,BM25,781,0.4,0.5
SciFact,BM25,781,0.5,0.5
SciFact,BM25,781,0.6000000000000001,0.5
SciFact,BM25,781,0.7000000000000001,0.5
SciFact,BM25,781,0.8,0.5
SciFact,BM25,781,0.9,0.5
SciFact,BM25,781,1.0,0.5
SciFact,BM25,783,0.0,0.0
SciFact,BM25,783,0.1,0.0
SciFact,BM25,783,0.2,0.0
SciFact,BM25,783,0.30000000000000004,0.0
SciFact,BM25,783,0.4,0.0
SciFact,BM25,783,0.5,0.0
SciFact,BM25,783,0.6000000000000001,0.0
SciFact,BM25,783,0.7000000000000001,0.0
SciFact,BM25,783,0.8,0.0
SciFact,BM25,783,0.9,0.0
SciFact,BM25,783,1.0,0.0
SciFact,BM25,784,0.0,0.25
SciFact,BM25,784,0.1,0.25
SciFact,BM25,784,0.2,0.25
SciFact,BM25,784,0.30000000000000004,0.25
SciFact,BM25,784,0.4,0.25
SciFact,BM25,784,0.5,0.25
SciFact,BM25,784,0.6000000000000001,0.25
SciFact,BM25,784,0.7000000000000001,0.25
SciFact,BM25,784,0.8,0.25
SciFact,BM25,784,0.9,0.25
SciFact,BM25,784,1.0,0.25
SciFact,BM25,785,0.0,0.5
SciFact,BM25,785,0.1,0.5
SciFact,BM25,785,0.2,0.5
SciFact,BM25,785,0.30000000000000004,0.5
SciFact,BM25,785,0.4,0.5
SciFact,BM25,785,0.5,0.5
SciFact,BM25,785,0.6000000000000001,0.5
SciFact,BM25,785,0.7000000000000001,0.5
SciFact,BM25,785,0.8,0.5
SciFact,BM25,785,0.9,0.5
SciFact,BM25,785,1.0,0.5
SciFact,BM25,793,0.0,1.0
SciFact,BM25,793,0.1,1.0
SciFact,BM25,793,0.2,1.0
SciFact,BM25,793,0.30000000000000004,1.0
SciFact,BM25,793,0.4,1.0
SciFact,BM25,793,0.5,1.0
SciFact,BM25,793,0.6000000000000001,1.0
SciFact,BM25,793,0.7000000000000001,1.0
SciFact,BM25,793,0.8,1.0
SciFact,BM25,793,0.9,1.0
SciFact,BM25,793,1.0,1.0
SciFact,BM25,800,0.0,0.0
SciFact,BM25,800,0.1,0.0
SciFact,BM25,800,0.2,0.0
SciFact,BM25,800,0.30000000000000004,0.0
SciFact,BM25,800,0.4,0.0
SciFact,BM25,800,0.5,0.0
SciFact,BM25,800,0.6000000000000001,0.0
SciFact,BM25,800,0.7000000000000001,0.0
SciFact,BM25,800,0.8,0.0
SciFact,BM25,800,0.9,0.0
SciFact,BM25,800,1.0,0.0
SciFact,BM25,805,0.0,1.0
SciFact,BM25,805,0.1,1.0
SciFact,BM25,805,0.2,1.0
SciFact,BM25,805,0.30000000000000004,1.0
SciFact,BM25,805,0.4,1.0
SciFact,BM25,805,0.5,1.0
SciFact,BM25,805,0.6000000000000001,1.0
SciFact,BM25,805,0.7000000000000001,1.0
SciFact,BM25,805,0.8,1.0
SciFact,BM25,805,0.9,1.0
SciFact,BM25,805,1.0,1.0
SciFact,BM25,808,0.0,1.0
SciFact,BM25,808,0.1,1.0
SciFact,BM25,808,0.2,1.0
SciFact,BM25,808,0.30000000000000004,1.0
SciFact,BM25,808,0.4,1.0
SciFact,BM25,808,0.5,1.0
SciFact,BM25,808,0.6000000000000001,1.0
SciFact,BM25,808,0.7000000000000001,1.0
SciFact,BM25,808,0.8,1.0
SciFact,BM25,808,0.9,1.0
SciFact,BM25,808,1.0,1.0
SciFact,BM25,811,0.0,1.0
SciFact,BM25,811,0.1,1.0
SciFact,BM25,811,0.2,1.0
SciFact,BM25,811,0.30000000000000004,1.0
SciFact,BM25,811,0.4,1.0
SciFact,BM25,811,0.5,1.0
SciFact,BM25,811,0.6000000000000001,1.0
SciFact,BM25,811,0.7000000000000001,1.0
SciFact,BM25,811,0.8,1.0
SciFact,BM25,811,0.9,1.0
SciFact,BM25,811,1.0,1.0
SciFact,BM25,814,0.0,1.0
SciFact,BM25,814,0.1,1.0
SciFact,BM25,814,0.2,1.0
SciFact,BM25,814,0.30000000000000004,1.0
SciFact,BM25,814,0.4,1.0
SciFact,BM25,814,0.5,1.0
SciFact,BM25,814,0.6000000000000001,1.0
SciFact,BM25,814,0.7000000000000001,1.0
SciFact,BM25,814,0.8,1.0
SciFact,BM25,814,0.9,1.0
SciFact,BM25,814,1.0,1.0
SciFact,BM25,820,0.0,0.07142857142857142
SciFact,BM25,820,0.1,0.07142857142857142
SciFact,BM25,820,0.2,0.07142857142857142
SciFact,BM25,820,0.30000000000000004,0.07142857142857142
SciFact,BM25,820,0.4,0.07142857142857142
SciFact,BM25,820,0.5,0.07142857142857142
SciFact,BM25,820,0.6000000000000001,0.07142857142857142
SciFact,BM25,820,0.7000000000000001,0.07142857142857142
SciFact,BM25,820,0.8,0.07142857142857142
SciFact,BM25,820,0.9,0.07142857142857142
SciFact,BM25,820,1.0,0.07142857142857142
SciFact,BM25,821,0.0,0.06666666666666667
SciFact,BM25,821,0.1,0.06666666666666667
SciFact,BM25,821,0.2,0.06666666666666667
SciFact,BM25,821,0.30000000000000004,0.06666666666666667
SciFact,BM25,821,0.4,0.06666666666666667
SciFact,BM25,821,0.5,0.06666666666666667
SciFact,BM25,821,0.6000000000000001,0.06666666666666667
SciFact,BM25,821,0.7000000000000001,0.06666666666666667
SciFact,BM25,821,0.8,0.06666666666666667
SciFact,BM25,821,0.9,0.06666666666666667
SciFact,BM25,821,1.0,0.06666666666666667
SciFact,BM25,823,0.0,1.0
SciFact,BM25,823,0.1,1.0
SciFact,BM25,823,0.2,1.0
SciFact,BM25,823,0.30000000000000004,1.0
SciFact,BM25,823,0.4,1.0
SciFact,BM25,823,0.5,1.0
SciFact,BM25,823,0.6000000000000001,1.0
SciFact,BM25,823,0.7000000000000001,1.0
SciFact,BM25,823,0.8,1.0
SciFact,BM25,823,0.9,1.0
SciFact,BM25,823,1.0,1.0
SciFact,BM25,830,0.0,0.09090909090909091
SciFact,BM25,830,0.1,0.09090909090909091
SciFact,BM25,830,0.2,0.09090909090909091
SciFact,BM25,830,0.30000000000000004,0.09090909090909091
SciFact,BM25,830,0.4,0.09090909090909091
SciFact,BM25,830,0.5,0.09090909090909091
SciFact,BM25,830,0.6000000000000001,0.09090909090909091
SciFact,BM25,830,0.7000000000000001,0.09090909090909091
SciFact,BM25,830,0.8,0.09090909090909091
SciFact,BM25,830,0.9,0.09090909090909091
SciFact,BM25,830,1.0,0.09090909090909091
SciFact,BM25,831,0.0,0.08333333333333333
SciFact,BM25,831,0.1,0.08333333333333333
SciFact,BM25,831,0.2,0.08333333333333333
SciFact,BM25,831,0.30000000000000004,0.08333333333333333
SciFact,BM25,831,0.4,0.08333333333333333
SciFact,BM25,831,0.5,0.08333333333333333
SciFact,BM25,831,0.6000000000000001,0.08333333333333333
SciFact,BM25,831,0.7000000000000001,0.08333333333333333
SciFact,BM25,831,0.8,0.08333333333333333
SciFact,BM25,831,0.9,0.08333333333333333
SciFact,BM25,831,1.0,0.08333333333333333
SciFact,BM25,832,0.0,1.0
SciFact,BM25,832,0.1,1.0
SciFact,BM25,832,0.2,1.0
SciFact,BM25,832,0.30000000000000004,1.0
SciFact,BM25,832,0.4,1.0
SciFact,BM25,832,0.5,1.0
SciFact,BM25,832,0.6000000000000001,1.0
SciFact,BM25,832,0.7000000000000001,1.0
SciFact,BM25,832,0.8,1.0
SciFact,BM25,832,0.9,1.0
SciFact,BM25,832,1.0,1.0
SciFact,BM25,834,0.0,0.09090909090909091
SciFact,BM25,834,0.1,0.09090909090909091
SciFact,BM25,834,0.2,0.09090909090909091
SciFact,BM25,834,0.30000000000000004,0.09090909090909091
SciFact,BM25,834,0.4,0.09090909090909091
SciFact,BM25,834,0.5,0.09090909090909091
SciFact,BM25,834,0.6000000000000001,0.09090909090909091
SciFact,BM25,834,0.7000000000000001,0.09090909090909091
SciFact,BM25,834,0.8,0.09090909090909091
SciFact,BM25,834,0.9,0.09090909090909091
SciFact,BM25,834,1.0,0.09090909090909091
SciFact,BM25,837,0.0,1.0
SciFact,BM25,837,0.1,1.0
SciFact,BM25,837,0.2,1.0
SciFact,BM25,837,0.30000000000000004,1.0
SciFact,BM25,837,0.4,1.0
SciFact,BM25,837,0.5,1.0
SciFact,BM25,837,0.6000000000000001,1.0
SciFact,BM25,837,0.7000000000000001,1.0
SciFact,BM25,837,0.8,1.0
SciFact,BM25,837,0.9,1.0
SciFact,BM25,837,1.0,1.0
SciFact,BM25,839,0.0,1.0
SciFact,BM25,839,0.1,1.0
SciFact,BM25,839,0.2,1.0
SciFact,BM25,839,0.30000000000000004,1.0
SciFact,BM25,839,0.4,1.0
SciFact,BM25,839,0.5,1.0
SciFact,BM25,839,0.6000000000000001,1.0
SciFact,BM25,839,0.7000000000000001,1.0
SciFact,BM25,839,0.8,1.0
SciFact,BM25,839,0.9,1.0
SciFact,BM25,839,1.0,1.0
SciFact,BM25,845,0.0,1.0
SciFact,BM25,845,0.1,1.0
SciFact,BM25,845,0.2,1.0
SciFact,BM25,845,0.30000000000000004,1.0
SciFact,BM25,845,0.4,1.0
SciFact,BM25,845,0.5,1.0
SciFact,BM25,845,0.6000000000000001,1.0
SciFact,BM25,845,0.7000000000000001,1.0
SciFact,BM25,845,0.8,1.0
SciFact,BM25,845,0.9,1.0
SciFact,BM25,845,1.0,1.0
SciFact,BM25,847,0.0,1.0
SciFact,BM25,847,0.1,1.0
SciFact,BM25,847,0.2,1.0
SciFact,BM25,847,0.30000000000000004,1.0
SciFact,BM25,847,0.4,1.0
SciFact,BM25,847,0.5,1.0
SciFact,BM25,847,0.6000000000000001,1.0
SciFact,BM25,847,0.7000000000000001,1.0
SciFact,BM25,847,0.8,1.0
SciFact,BM25,847,0.9,1.0
SciFact,BM25,847,1.0,1.0
SciFact,BM25,852,0.0,1.0
SciFact,BM25,852,0.1,1.0
SciFact,BM25,852,0.2,1.0
SciFact,BM25,852,0.30000000000000004,1.0
SciFact,BM25,852,0.4,1.0
SciFact,BM25,852,0.5,1.0
SciFact,BM25,852,0.6000000000000001,1.0
SciFact,BM25,852,0.7000000000000001,1.0
SciFact,BM25,852,0.8,1.0
SciFact,BM25,852,0.9,1.0
SciFact,BM25,852,1.0,1.0
SciFact,BM25,859,0.0,0.5
SciFact,BM25,859,0.1,0.5
SciFact,BM25,859,0.2,0.5
SciFact,BM25,859,0.30000000000000004,0.5
SciFact,BM25,859,0.4,0.5
SciFact,BM25,859,0.5,0.5
SciFact,BM25,859,0.6000000000000001,0.5
SciFact,BM25,859,0.7000000000000001,0.5
SciFact,BM25,859,0.8,0.5
SciFact,BM25,859,0.9,0.5
SciFact,BM25,859,1.0,0.5
SciFact,BM25,870,0.0,0.0
SciFact,BM25,870,0.1,0.0
SciFact,BM25,870,0.2,0.0
SciFact,BM25,870,0.30000000000000004,0.0
SciFact,BM25,870,0.4,0.0
SciFact,BM25,870,0.5,0.0
SciFact,BM25,870,0.6000000000000001,0.0
SciFact,BM25,870,0.7000000000000001,0.0
SciFact,BM25,870,0.8,0.0
SciFact,BM25,870,0.9,0.0
SciFact,BM25,870,1.0,0.0
SciFact,BM25,873,0.0,0.0
SciFact,BM25,873,0.1,0.0
SciFact,BM25,873,0.2,0.0
SciFact,BM25,873,0.30000000000000004,0.0
SciFact,BM25,873,0.4,0.0
SciFact,BM25,873,0.5,0.0
SciFact,BM25,873,0.6000000000000001,0.0
SciFact,BM25,873,0.7000000000000001,0.0
SciFact,BM25,873,0.8,0.0
SciFact,BM25,873,0.9,0.0
SciFact,BM25,873,1.0,0.0
SciFact,BM25,879,0.0,1.0
SciFact,BM25,879,0.1,1.0
SciFact,BM25,879,0.2,1.0
SciFact,BM25,879,0.30000000000000004,1.0
SciFact,BM25,879,0.4,1.0
SciFact,BM25,879,0.5,1.0
SciFact,BM25,879,0.6000000000000001,1.0
SciFact,BM25,879,0.7000000000000001,1.0
SciFact,BM25,879,0.8,1.0
SciFact,BM25,879,0.9,1.0
SciFact,BM25,879,1.0,1.0
SciFact,BM25,880,0.0,1.0
SciFact,BM25,880,0.1,1.0
SciFact,BM25,880,0.2,1.0
SciFact,BM25,880,0.30000000000000004,1.0
SciFact,BM25,880,0.4,1.0
SciFact,BM25,880,0.5,1.0
SciFact,BM25,880,0.6000000000000001,1.0
SciFact,BM25,880,0.7000000000000001,1.0
SciFact,BM25,880,0.8,1.0
SciFact,BM25,880,0.9,1.0
SciFact,BM25,880,1.0,1.0
SciFact,BM25,882,0.0,1.0
SciFact,BM25,882,0.1,1.0
SciFact,BM25,882,0.2,1.0
SciFact,BM25,882,0.30000000000000004,1.0
SciFact,BM25,882,0.4,1.0
SciFact,BM25,882,0.5,1.0
SciFact,BM25,882,0.6000000000000001,1.0
SciFact,BM25,882,0.7000000000000001,1.0
SciFact,BM25,882,0.8,1.0
SciFact,BM25,882,0.9,1.0
SciFact,BM25,882,1.0,1.0
SciFact,BM25,887,0.0,0.0
SciFact,BM25,887,0.1,0.0
SciFact,BM25,887,0.2,0.0
SciFact,BM25,887,0.30000000000000004,0.0
SciFact,BM25,887,0.4,0.0
SciFact,BM25,887,0.5,0.0
SciFact,BM25,887,0.6000000000000001,0.0
SciFact,BM25,887,0.7000000000000001,0.0
SciFact,BM25,887,0.8,0.0
SciFact,BM25,887,0.9,0.0
SciFact,BM25,887,1.0,0.0
SciFact,BM25,903,0.0,1.0
SciFact,BM25,903,0.1,1.0
SciFact,BM25,903,0.2,1.0
SciFact,BM25,903,0.30000000000000004,1.0
SciFact,BM25,903,0.4,1.0
SciFact,BM25,903,0.5,1.0
SciFact,BM25,903,0.6000000000000001,1.0
SciFact,BM25,903,0.7000000000000001,1.0
SciFact,BM25,903,0.8,1.0
SciFact,BM25,903,0.9,1.0
SciFact,BM25,903,1.0,1.0
SciFact,BM25,904,0.0,1.0
SciFact,BM25,904,0.1,1.0
SciFact,BM25,904,0.2,1.0
SciFact,BM25,904,0.30000000000000004,1.0
SciFact,BM25,904,0.4,1.0
SciFact,BM25,904,0.5,1.0
SciFact,BM25,904,0.6000000000000001,1.0
SciFact,BM25,904,0.7000000000000001,1.0
SciFact,BM25,904,0.8,1.0
SciFact,BM25,904,0.9,1.0
SciFact,BM25,904,1.0,1.0
SciFact,BM25,907,0.0,1.0
SciFact,BM25,907,0.1,1.0
SciFact,BM25,907,0.2,1.0
SciFact,BM25,907,0.30000000000000004,1.0
SciFact,BM25,907,0.4,1.0
SciFact,BM25,907,0.5,1.0
SciFact,BM25,907,0.6000000000000001,1.0
SciFact,BM25,907,0.7000000000000001,1.0
SciFact,BM25,907,0.8,1.0
SciFact,BM25,907,0.9,1.0
SciFact,BM25,907,1.0,1.0
SciFact,BM25,911,0.0,1.0
SciFact,BM25,911,0.1,1.0
SciFact,BM25,911,0.2,1.0
SciFact,BM25,911,0.30000000000000004,1.0
SciFact,BM25,911,0.4,1.0
SciFact,BM25,911,0.5,1.0
SciFact,BM25,911,0.6000000000000001,1.0
SciFact,BM25,911,0.7000000000000001,1.0
SciFact,BM25,911,0.8,1.0
SciFact,BM25,911,0.9,1.0
SciFact,BM25,911,1.0,1.0
SciFact,BM25,913,0.0,0.0
SciFact,BM25,913,0.1,0.0
SciFact,BM25,913,0.2,0.0
SciFact,BM25,913,0.30000000000000004,0.0
SciFact,BM25,913,0.4,0.0
SciFact,BM25,913,0.5,0.0
SciFact,BM25,913,0.6000000000000001,0.0
SciFact,BM25,913,0.7000000000000001,0.0
SciFact,BM25,913,0.8,0.0
SciFact,BM25,913,0.9,0.0
SciFact,BM25,913,1.0,0.0
SciFact,BM25,914,0.0,0.0
SciFact,BM25,914,0.1,0.0
SciFact,BM25,914,0.2,0.0
SciFact,BM25,914,0.30000000000000004,0.0
SciFact,BM25,914,0.4,0.0
SciFact,BM25,914,0.5,0.0
SciFact,BM25,914,0.6000000000000001,0.0
SciFact,BM25,914,0.7000000000000001,0.0
SciFact,BM25,914,0.8,0.0
SciFact,BM25,914,0.9,0.0
SciFact,BM25,914,1.0,0.0
SciFact,BM25,921,0.0,0.5
SciFact,BM25,921,0.1,0.5
SciFact,BM25,921,0.2,0.5
SciFact,BM25,921,0.30000000000000004,0.5
SciFact,BM25,921,0.4,0.5
SciFact,BM25,921,0.5,0.5
SciFact,BM25,921,0.6000000000000001,0.5
SciFact,BM25,921,0.7000000000000001,0.5
SciFact,BM25,921,0.8,0.5
SciFact,BM25,921,0.9,0.5
SciFact,BM25,921,1.0,0.5
SciFact,BM25,922,0.0,1.0
SciFact,BM25,922,0.1,1.0
SciFact,BM25,922,0.2,1.0
SciFact,BM25,922,0.30000000000000004,1.0
SciFact,BM25,922,0.4,1.0
SciFact,BM25,922,0.5,1.0
SciFact,BM25,922,0.6000000000000001,1.0
SciFact,BM25,922,0.7000000000000001,1.0
SciFact,BM25,922,0.8,1.0
SciFact,BM25,922,0.9,1.0
SciFact,BM25,922,1.0,1.0
SciFact,BM25,936,0.0,1.0
SciFact,BM25,936,0.1,1.0
SciFact,BM25,936,0.2,1.0
SciFact,BM25,936,0.30000000000000004,1.0
SciFact,BM25,936,0.4,1.0
SciFact,BM25,936,0.5,1.0
SciFact,BM25,936,0.6000000000000001,1.0
SciFact,BM25,936,0.7000000000000001,1.0
SciFact,BM25,936,0.8,1.0
SciFact,BM25,936,0.9,1.0
SciFact,BM25,936,1.0,1.0
SciFact,BM25,956,0.0,0.3333333333333333
SciFact,BM25,956,0.1,0.3333333333333333
SciFact,BM25,956,0.2,0.3333333333333333
SciFact,BM25,956,0.30000000000000004,0.3333333333333333
SciFact,BM25,956,0.4,0.3333333333333333
SciFact,BM25,956,0.5,0.3333333333333333
SciFact,BM25,956,0.6000000000000001,0.3333333333333333
SciFact,BM25,956,0.7000000000000001,0.3333333333333333
SciFact,BM25,956,0.8,0.3333333333333333
SciFact,BM25,956,0.9,0.3333333333333333
SciFact,BM25,956,1.0,0.3333333333333333
SciFact,BM25,957,0.0,0.5
SciFact,BM25,957,0.1,0.5
SciFact,BM25,957,0.2,0.5
SciFact,BM25,957,0.30000000000000004,0.5
SciFact,BM25,957,0.4,0.5
SciFact,BM25,957,0.5,0.5
SciFact,BM25,957,0.6000000000000001,0.5
SciFact,BM25,957,0.7000000000000001,0.5
SciFact,BM25,957,0.8,0.5
SciFact,BM25,957,0.9,0.5
SciFact,BM25,957,1.0,0.5
SciFact,BM25,960,0.0,1.0
SciFact,BM25,960,0.1,1.0
SciFact,BM25,960,0.2,1.0
SciFact,BM25,960,0.30000000000000004,1.0
SciFact,BM25,960,0.4,1.0
SciFact,BM25,960,0.5,1.0
SciFact,BM25,960,0.6000000000000001,1.0
SciFact,BM25,960,0.7000000000000001,1.0
SciFact,BM25,960,0.8,1.0
SciFact,BM25,960,0.9,1.0
SciFact,BM25,960,1.0,1.0
SciFact,BM25,967,0.0,1.0
SciFact,BM25,967,0.1,1.0
SciFact,BM25,967,0.2,1.0
SciFact,BM25,967,0.30000000000000004,1.0
SciFact,BM25,967,0.4,1.0
SciFact,BM25,967,0.5,1.0
SciFact,BM25,967,0.6000000000000001,0.6666666666666666
SciFact,BM25,967,0.7000000000000001,0.6666666666666666
SciFact,BM25,967,0.8,0.6666666666666666
SciFact,BM25,967,0.9,0.6666666666666666
SciFact,BM25,967,1.0,0.6666666666666666
SciFact,BM25,971,0.0,0.6
SciFact,BM25,971,0.1,0.6
SciFact,BM25,971,0.2,0.6
SciFact,BM25,971,0.30000000000000004,0.6
SciFact,BM25,971,0.4,0.6
SciFact,BM25,971,0.5,0.6
SciFact,BM25,971,0.6000000000000001,0.6
SciFact,BM25,971,0.7000000000000001,0.6
SciFact,BM25,971,0.8,0.5714285714285714
SciFact,BM25,971,0.9,0.5714285714285714
SciFact,BM25,971,1.0,0.5714285714285714
SciFact,BM25,975,0.0,0.0
SciFact,BM25,975,0.1,0.0
SciFact,BM25,975,0.2,0.0
SciFact,BM25,975,0.30000000000000004,0.0
SciFact,BM25,975,0.4,0.0
SciFact,BM25,975,0.5,0.0
SciFact,BM25,975,0.6000000000000001,0.0
SciFact,BM25,975,0.7000000000000001,0.0
SciFact,BM25,975,0.8,0.0
SciFact,BM25,975,0.9,0.0
SciFact,BM25,975,1.0,0.0
SciFact,BM25,982,0.0,1.0
SciFact,BM25,982,0.1,1.0
SciFact,BM25,982,0.2,1.0
SciFact,BM25,982,0.30000000000000004,1.0
SciFact,BM25,982,0.4,1.0
SciFact,BM25,982,0.5,1.0
SciFact,BM25,982,0.6000000000000001,1.0
SciFact,BM25,982,0.7000000000000001,1.0
SciFact,BM25,982,0.8,1.0
SciFact,BM25,982,0.9,1.0
SciFact,BM25,982,1.0,1.0
SciFact,BM25,985,0.0,1.0
SciFact,BM25,985,0.1,1.0
SciFact,BM25,985,0.2,1.0
SciFact,BM25,985,0.30000000000000004,1.0
SciFact,BM25,985,0.4,1.0
SciFact,BM25,985,0.5,1.0
SciFact,BM25,985,0.6000000000000001,1.0
SciFact,BM25,985,0.7000000000000001,1.0
SciFact,BM25,985,0.8,1.0
SciFact,BM25,985,0.9,1.0
SciFact,BM25,985,1.0,1.0
SciFact,BM25,993,0.0,0.5
SciFact,BM25,993,0.1,0.5
SciFact,BM25,993,0.2,0.5
SciFact,BM25,993,0.30000000000000004,0.5
SciFact,BM25,993,0.4,0.5
SciFact,BM25,993,0.5,0.5
SciFact,BM25,993,0.6000000000000001,0.5
SciFact,BM25,993,0.7000000000000001,0.5
SciFact,BM25,993,0.8,0.5
SciFact,BM25,993,0.9,0.5
SciFact,BM25,993,1.0,0.5
SciFact,BM25,1012,0.0,1.0
SciFact,BM25,1012,0.1,1.0
SciFact,BM25,1012,0.2,1.0
SciFact,BM25,1012,0.30000000000000004,1.0
SciFact,BM25,1012,0.4,1.0
SciFact,BM25,1012,0.5,1.0
SciFact,BM25,1012,0.6000000000000001,1.0
SciFact,BM25,1012,0.7000000000000001,1.0
SciFact,BM25,1012,0.8,1.0
SciFact,BM25,1012,0.9,1.0
SciFact,BM25,1012,1.0,1.0
SciFact,BM25,1014,0.0,1.0
SciFact,BM25,1014,0.1,1.0
SciFact,BM25,1014,0.2,1.0
SciFact,BM25,1014,0.30000000000000004,1.0
SciFact,BM25,1014,0.4,1.0
SciFact,BM25,1014,0.5,1.0
SciFact,BM25,1014,0.6000000000000001,1.0
SciFact,BM25,1014,0.7000000000000001,1.0
SciFact,BM25,1014,0.8,1.0
SciFact,BM25,1014,0.9,1.0
SciFact,BM25,1014,1.0,1.0
SciFact,BM25,1019,0.0,0.5
SciFact,BM25,1019,0.1,0.5
SciFact,BM25,1019,0.2,0.5
SciFact,BM25,1019,0.30000000000000004,0.5
SciFact,BM25,1019,0.4,0.5
SciFact,BM25,1019,0.5,0.5
SciFact,BM25,1019,0.6000000000000001,0.5
SciFact,BM25,1019,0.7000000000000001,0.5
SciFact,BM25,1019,0.8,0.5
SciFact,BM25,1019,0.9,0.5
SciFact,BM25,1019,1.0,0.5
SciFact,BM25,1020,0.0,0.3333333333333333
SciFact,BM25,1020,0.1,0.3333333333333333
SciFact,BM25,1020,0.2,0.3333333333333333
SciFact,BM25,1020,0.30000000000000004,0.3333333333333333
SciFact,BM25,1020,0.4,0.3333333333333333
SciFact,BM25,1020,0.5,0.3333333333333333
SciFact,BM25,1020,0.6000000000000001,0.3333333333333333
SciFact,BM25,1020,0.7000000000000001,0.3333333333333333
SciFact,BM25,1020,0.8,0.3333333333333333
SciFact,BM25,1020,0.9,0.3333333333333333
SciFact,BM25,1020,1.0,0.3333333333333333
SciFact,BM25,1021,0.0,0.3333333333333333
SciFact,BM25,1021,0.1,0.3333333333333333
SciFact,BM25,1021,0.2,0.3333333333333333
SciFact,BM25,1021,0.30000000000000004,0.3333333333333333
SciFact,BM25,1021,0.4,0.3333333333333333
SciFact,BM25,1021,0.5,0.3333333333333333
SciFact,BM25,1021,0.6000000000000001,0.3333333333333333
SciFact,BM25,1021,0.7000000000000001,0.3333333333333333
SciFact,BM25,1021,0.8,0.3333333333333333
SciFact,BM25,1021,0.9,0.3333333333333333
SciFact,BM25,1021,1.0,0.3333333333333333
SciFact,BM25,1024,0.0,1.0
SciFact,BM25,1024,0.1,1.0
SciFact,BM25,1024,0.2,1.0
SciFact,BM25,1024,0.30000000000000004,1.0
SciFact,BM25,1024,0.4,1.0
SciFact,BM25,1024,0.5,1.0
SciFact,BM25,1024,0.6000000000000001,1.0
SciFact,BM25,1024,0.7000000000000001,1.0
SciFact,BM25,1024,0.8,1.0
SciFact,BM25,1024,0.9,1.0
SciFact,BM25,1024,1.0,1.0
SciFact,BM25,1029,0.0,1.0
SciFact,BM25,1029,0.1,1.0
SciFact,BM25,1029,0.2,1.0
