dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
SciFact,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Cellular aging closely links to an older appearance.,sem mudança em nDCG@10
SciFact,248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Chenodeosycholic acid treatment increases whole-body energy expenditure.,sem mudança em nDCG@10
SciFact,216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,CX3CR1 on the Th2 cells impairs T cell survival,sem mudança em nDCG@10
SciFact,338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Dexamethasone decreases risk of postoperative bleeding.,sem mudança em nDCG@10
SciFact,274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,sem mudança em nDCG@10
SciFact,275,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,scifact,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,sem mudança em nDCG@10
SciFact,279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,sem mudança em nDCG@10
SciFact,295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,sem mudança em nDCG@10
SciFact,298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,sem mudança em nDCG@10
SciFact,577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",sem mudança em nDCG@10
SciFact,578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",sem mudança em nDCG@10
SciFact,589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",sem mudança em nDCG@10
SciFact,593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Incidence of heart failure decreased by 10% in women since 1979.,sem mudança em nDCG@10
SciFact,597,0.9325210919548239,1.0,1.0,0.8333333333333334,0.9325210919548239,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,scifact,Incidence rates of cervical cancer have decreased.,sem mudança em nDCG@10
SciFact,544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,sem mudança em nDCG@10
SciFact,386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,sem mudança em nDCG@10
SciFact,613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,sem mudança em nDCG@10
SciFact,628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,sem mudança em nDCG@10
SciFact,436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,sem mudança em nDCG@10
SciFact,437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.,sem mudança em nDCG@10
SciFact,350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.,sem mudança em nDCG@10
SciFact,354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.,sem mudança em nDCG@10
SciFact,362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.,sem mudança em nDCG@10
SciFact,380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Enhanced early production of inflammatory chemokines improves viral control in the lung.,sem mudança em nDCG@10
SciFact,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,sem mudança em nDCG@10
SciFact,385,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.3065735963827292,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,scifact,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,sem mudança em nDCG@10
SciFact,491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,sem mudança em nDCG@10
SciFact,399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Exposure to fine particulate air pollution is relate to anxiety prevalence.,sem mudança em nDCG@10
SciFact,410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Febrile seizures increase the threshold for development of epilepsy.,sem mudança em nDCG@10
SciFact,411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Febrile seizures reduce the threshold for development of epilepsy.,sem mudança em nDCG@10
SciFact,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,sem mudança em nDCG@10
SciFact,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,sem mudança em nDCG@10
SciFact,744,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,sem mudança em nDCG@10
SciFact,759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,sem mudança em nDCG@10
SciFact,693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,sem mudança em nDCG@10
SciFact,700,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,sem mudança em nDCG@10
SciFact,715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,sem mudança em nDCG@10
SciFact,716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Low expression of miR7a exerts a biological function in testis.,sem mudança em nDCG@10
SciFact,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,sem mudança em nDCG@10
SciFact,785,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,sem mudança em nDCG@10
SciFact,793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Mitochondria are uninvolved in apoptosis.,sem mudança em nDCG@10
SciFact,742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Macrolides have no protective effect against myocardial infarction.,sem mudança em nDCG@10
SciFact,743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Macrolides protect against myocardial infarction.,sem mudança em nDCG@10
SciFact,533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,sem mudança em nDCG@10
SciFact,535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Hypertension is frequently observed in type 1 diabetes patients.,sem mudança em nDCG@10
SciFact,536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Hypocretin neurones induce panicprone state in rats.,sem mudança em nDCG@10
SciFact,539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Hypoglycemia increases the risk of dementia.,sem mudança em nDCG@10
SciFact,770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,sem mudança em nDCG@10
SciFact,775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,sem mudança em nDCG@10
SciFact,781,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,sem mudança em nDCG@10
SciFact,549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,IRG1 has antiviral effects against neurotropic viruses.,sem mudança em nDCG@10
SciFact,552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,sem mudança em nDCG@10
SciFact,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,sem mudança em nDCG@10
SciFact,569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,"In adult tissue, most T cells are memory T cells.",sem mudança em nDCG@10
SciFact,525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,sem mudança em nDCG@10
SciFact,527,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.,sem mudança em nDCG@10
SciFact,528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,sem mudança em nDCG@10
SciFact,532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,sem mudança em nDCG@10
SciFact,887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Only a minority of cells survive development after differentiation into stress-resistant spores.,sem mudança em nDCG@10
SciFact,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,sem mudança em nDCG@10
SciFact,831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,sem mudança em nDCG@10
SciFact,832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,sem mudança em nDCG@10
SciFact,837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,NR5A2 is important in development of endometrial tissues.,sem mudança em nDCG@10
SciFact,839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,sem mudança em nDCG@10
SciFact,845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,sem mudança em nDCG@10
SciFact,922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Patients in stable partnerships have a faster progression from HIV to AIDS.,sem mudança em nDCG@10
SciFact,852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,sem mudança em nDCG@10
SciFact,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Obesity decreases life quality.,sem mudança em nDCG@10
SciFact,879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Occupancy of ribosomes by IncRNAs do not make functional peptides.,sem mudança em nDCG@10
SciFact,880,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,sem mudança em nDCG@10
SciFact,882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,sem mudança em nDCG@10
SciFact,691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,sem mudança em nDCG@10
SciFact,903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,sem mudança em nDCG@10
SciFact,904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,sem mudança em nDCG@10
SciFact,907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,sem mudança em nDCG@10
SciFact,911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,sem mudança em nDCG@10
SciFact,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,PPAR-RXRs are inhibited by PPAR ligands.,sem mudança em nDCG@10
SciFact,914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,PPAR-RXRs can be activated by PPAR ligands.,sem mudança em nDCG@10
SciFact,721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,sem mudança em nDCG@10
SciFact,723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,sem mudança em nDCG@10
SciFact,659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Ivermectin is used to treat lymphatic filariasis.,sem mudança em nDCG@10
SciFact,674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,LDL cholesterol has no involvement in the development of cardiovascular disease.,sem mudança em nDCG@10
SciFact,684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,sem mudança em nDCG@10
SciFact,985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,sem mudança em nDCG@10
SciFact,1012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,sem mudança em nDCG@10
SciFact,1014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Rapamycin decreases the concentration of triacylglycerols in fruit flies.,sem mudança em nDCG@10
SciFact,1019,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Rapid phosphotransfer rates govern fidelity in two component systems,sem mudança em nDCG@10
SciFact,1024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Recurrent mutations occur frequently within CTCF anchor sites adjacent to oncogenes.,sem mudança em nDCG@10
SciFact,1137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,TNFAIP3 is a tumor suppressor in glioblastoma.,sem mudança em nDCG@10
SciFact,1029,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,scifact,Reduced responsiveness to interleukin-2 in regulatory T cells is associated with greater resistance to autoimmune diseases such as Type 1 Diabetes.,sem mudança em nDCG@10
SciFact,1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Ribosomopathies have a low degree of cell and tissue specific pathology.,sem mudança em nDCG@10
SciFact,1062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,S-nitrosylated GAPDH physiologically transnitrosylates histone deacetylases.,sem mudança em nDCG@10
SciFact,1086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Sildenafil improves erectile function in men who experience sexual dysfunction as a result of the use of SSRI antidepressants.,sem mudança em nDCG@10
SciFact,1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Silencing of Bcl2 is important for the maintenance and progression of tumors.,sem mudança em nDCG@10
SciFact,1089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Smc5/6 engagment drives the activation of SUMO E3 ligase Mms21 by ATP-dependent remolding.,sem mudança em nDCG@10
SciFact,1099,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,scifact,Statins decrease blood cholesterol.,sem mudança em nDCG@10
SciFact,823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,N348I mutations cause resistance to zidovudine (AZT).,sem mudança em nDCG@10
SciFact,1100,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Statins increase blood cholesterol.,sem mudança em nDCG@10
SciFact,1104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,sem mudança em nDCG@10
SciFact,1107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Subcutaneous fat depots undergo extensive browning processes after cold exposure.,sem mudança em nDCG@10
SciFact,1385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,cSMAC formation enhances weak ligand signalling.,sem mudança em nDCG@10
SciFact,1389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,mTORC2 regulates intracellular cysteine levels through xCT inhibition.,sem mudança em nDCG@10
SciFact,936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Peroxynitrite is required for nitration of TCR/CD8.,sem mudança em nDCG@10
SciFact,956,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,scifact,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,sem mudança em nDCG@10
SciFact,960,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Polymeal nutrition reduces cardiovascular mortality.,sem mudança em nDCG@10
SciFact,967,0.9197207891481876,1.0,1.0,0.8333333333333333,0.9197207891481876,1.0,1.0,0.8333333333333333,0.0,0.0,0.0,0.0,scifact,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,sem mudança em nDCG@10
SciFact,975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,sem mudança em nDCG@10
SciFact,982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,sem mudança em nDCG@10
SciFact,516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,sem mudança em nDCG@10
SciFact,443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,GATA-3 is important for hematopoietic stem cell (HSC) function.,sem mudança em nDCG@10
SciFact,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Glycolysis is one of the primary glycometabolic pathways in cells.,sem mudança em nDCG@10
SciFact,217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,CX3CR1 on the Th2 cells promotes T cell survival,sem mudança em nDCG@10
SciFact,218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,CX3CR1 on the Th2 cells promotes airway inflammation.,sem mudança em nDCG@10
SciFact,219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,CX3CR1 on the Th2 cells suppresses airway inflammation.,sem mudança em nDCG@10
SciFact,230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,sem mudança em nDCG@10
SciFact,232,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,sem mudança em nDCG@10
SciFact,502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",sem mudança em nDCG@10
SciFact,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,sem mudança em nDCG@10
SciFact,233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,sem mudança em nDCG@10
SciFact,236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,sem mudança em nDCG@10
SciFact,237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,sem mudança em nDCG@10
SciFact,1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Suboptimal nutrition is not predictive of chronic disease,sem mudança em nDCG@10
SciFact,1121,0.6309297535714575,0.5,1.0,0.5,0.6309297535714575,0.5,1.0,0.5,0.0,0.0,0.0,0.0,scifact,Synaptic activity enhances local release of brain derived neurotrophic factor from postsynaptic dendrites.,sem mudança em nDCG@10
SciFact,1130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,T regulatory cells (tTregs) lacking αvβ8 are more adept at suppressing pathogenic T-cell responses during active inflammation.,sem mudança em nDCG@10
SciFact,847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,sem mudança em nDCG@10
SciFact,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,scifact,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,sem mudança em nDCG@10
SciFact,805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,scifact,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,sem mudança em nDCG@10
