dataset,query_id,bm25_ndcg,bm25_mrr,bm25_recall,bm25_map,reranker_ndcg,reranker_mrr,reranker_recall,reranker_map,delta_nDCG@10,delta_MRR@10,delta_Recall@10,delta_MAP@10,dataset_slug,query,interpretacao
NF-Corpus,PLAIN-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Dietary Guidelines: From Dairies to Berries,sem mudança em nDCG@10
NF-Corpus,PLAIN-2850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,More Antibiotics In White Meat or Dark Meat?,sem mudança em nDCG@10
NF-Corpus,PLAIN-2860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,BPA Plastic and Male Sexual Dysfunction,sem mudança em nDCG@10
NF-Corpus,PLAIN-2910,0.20436662668128655,0.5,0.06666666666666667,0.05,0.20436662668128655,0.5,0.06666666666666667,0.05,0.0,0.0,0.0,0.0,nfcorpus,Optimal Phytosterol Dose,sem mudança em nDCG@10
NF-Corpus,PLAIN-2920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Human Neurotransmitters in Plants,sem mudança em nDCG@10
NF-Corpus,PLAIN-2940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Dietary Treatment of Crohn's Disease,sem mudança em nDCG@10
NF-Corpus,PLAIN-3053,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,nfcorpus,Dragon's Blood,sem mudança em nDCG@10
NF-Corpus,PLAIN-3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,How Doctors Responded to Being Named a Leading Killer,sem mudança em nDCG@10
NF-Corpus,PLAIN-3037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Out of the Lab Onto the Track,sem mudança em nDCG@10
NF-Corpus,PLAIN-1645,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.30260241349881345,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,nfcorpus,molasses,sem mudança em nDCG@10
NF-Corpus,PLAIN-1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Mevacor,sem mudança em nDCG@10
NF-Corpus,PLAIN-1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,mesquite,sem mudança em nDCG@10
NF-Corpus,PLAIN-1772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,organotins,sem mudança em nDCG@10
NF-Corpus,PLAIN-1741,1.0,1.0,0.023809523809523808,1.0,1.0,1.0,0.023809523809523808,1.0,0.0,0.0,0.0,0.0,nfcorpus,nuts,sem mudança em nDCG@10
NF-Corpus,PLAIN-1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,okra,sem mudança em nDCG@10
NF-Corpus,PLAIN-1710,1.0,1.0,0.625,1.0,1.0,1.0,0.625,1.0,0.0,0.0,0.0,0.0,nfcorpus,neurocysticercosis,sem mudança em nDCG@10
NF-Corpus,PLAIN-1731,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.7653606369886217,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,nfcorpus,norovirus,sem mudança em nDCG@10
NF-Corpus,PLAIN-1130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,ergothioneine,sem mudança em nDCG@10
NF-Corpus,PLAIN-1141,0.22009176629808017,1.0,0.0625,0.1,0.22009176629808017,1.0,0.0625,0.1,0.0,0.0,0.0,0.0,nfcorpus,Evidence-based medicine,sem mudança em nDCG@10
NF-Corpus,PLAIN-1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Native Americans,sem mudança em nDCG@10
NF-Corpus,PLAIN-1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,fava beans,sem mudança em nDCG@10
NF-Corpus,PLAIN-1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,genetic manipulation,sem mudança em nDCG@10
NF-Corpus,PLAIN-1088,0.5531464700081437,1.0,0.4,0.4,0.5531464700081437,1.0,0.4,0.4,0.0,0.0,0.0,0.0,nfcorpus,ECMO,sem mudança em nDCG@10
NF-Corpus,PLAIN-1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,eggnog,sem mudança em nDCG@10
NF-Corpus,PLAIN-1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,energy drinks,sem mudança em nDCG@10
NF-Corpus,PLAIN-1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,halibut,sem mudança em nDCG@10
NF-Corpus,PLAIN-1331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,hearing,sem mudança em nDCG@10
NF-Corpus,PLAIN-1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Iowa Women’s Health Study,sem mudança em nDCG@10
NF-Corpus,PLAIN-1172,0.22009176629808017,1.0,0.05263157894736842,0.1,0.22009176629808017,1.0,0.05263157894736842,0.1,0.0,0.0,0.0,0.0,nfcorpus,fenugreek,sem mudança em nDCG@10
NF-Corpus,PLAIN-1236,0.3391602052736161,1.0,0.2,0.2,0.3391602052736161,1.0,0.2,0.2,0.0,0.0,0.0,0.0,nfcorpus,galactosemia,sem mudança em nDCG@10
NF-Corpus,PLAIN-1214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Fosamax,sem mudança em nDCG@10
NF-Corpus,PLAIN-1203,0.3589542101716347,1.0,0.16666666666666666,0.2,0.3589542101716347,1.0,0.16666666666666666,0.2,0.0,0.0,0.0,0.0,nfcorpus,folic acid,sem mudança em nDCG@10
NF-Corpus,PLAIN-838,0.8550956239938448,1.0,0.7777777777777778,0.7777777777777778,0.8550956239938448,1.0,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,nfcorpus,carrageenan,sem mudança em nDCG@10
NF-Corpus,PLAIN-721,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,nfcorpus,BMAA,sem mudança em nDCG@10
NF-Corpus,PLAIN-751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,BRCA genes,sem mudança em nDCG@10
NF-Corpus,PLAIN-771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,bronchiolitis obliterans,sem mudança em nDCG@10
NF-Corpus,PLAIN-782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Bush administration,sem mudança em nDCG@10
NF-Corpus,PLAIN-792,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5,0.0,0.0,0.0,0.0,nfcorpus,cadaverine,sem mudança em nDCG@10
NF-Corpus,PLAIN-1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,hernia,sem mudança em nDCG@10
NF-Corpus,PLAIN-1363,0.22009176629808017,1.0,0.09090909090909091,0.1,0.22009176629808017,1.0,0.09090909090909091,0.1,0.0,0.0,0.0,0.0,nfcorpus,Hiroshima,sem mudança em nDCG@10
NF-Corpus,PLAIN-1398,1.0,1.0,0.0970873786407767,1.0,1.0,1.0,0.0970873786407767,1.0,0.0,0.0,0.0,0.0,nfcorpus,IGF-1,sem mudança em nDCG@10
NF-Corpus,PLAIN-395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,What about pepper plus turmeric in V8 juice?,sem mudança em nDCG@10
NF-Corpus,PLAIN-407,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333,0.6387878864795979,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,nfcorpus,Is annatto food coloring safe?,sem mudança em nDCG@10
NF-Corpus,PLAIN-457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,How can you believe in any scientific study?,sem mudança em nDCG@10
NF-Corpus,PLAIN-1028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,dietary scoring,sem mudança em nDCG@10
NF-Corpus,PLAIN-1039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,domoic acid,sem mudança em nDCG@10
NF-Corpus,PLAIN-997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Czechoslovakia,sem mudança em nDCG@10
NF-Corpus,PLAIN-1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,deafness,sem mudança em nDCG@10
NF-Corpus,PLAIN-817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,canker sores,sem mudança em nDCG@10
NF-Corpus,PLAIN-924,0.22009176629808017,1.0,0.03125,0.1,0.22009176629808017,1.0,0.03125,0.1,0.0,0.0,0.0,0.0,nfcorpus,cocaine,sem mudança em nDCG@10
NF-Corpus,PLAIN-882,0.3589542101716347,1.0,0.13333333333333333,0.2,0.3589542101716347,1.0,0.13333333333333333,0.2,0.0,0.0,0.0,0.0,nfcorpus,Chernobyl,sem mudança em nDCG@10
NF-Corpus,PLAIN-850,0.6489315753318465,1.0,0.08771929824561403,0.5,0.6489315753318465,1.0,0.08771929824561403,0.5,0.0,0.0,0.0,0.0,nfcorpus,cauliflower,sem mudança em nDCG@10
NF-Corpus,PLAIN-872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,chanterelle mushrooms,sem mudança em nDCG@10
NF-Corpus,PLAIN-1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Dr. Walter Willett,sem mudança em nDCG@10
NF-Corpus,PLAIN-913,0.933745776545611,1.0,0.2647058823529412,0.89,0.933745776545611,1.0,0.2647058823529412,0.89,0.0,0.0,0.0,0.0,nfcorpus,cinnamon,sem mudança em nDCG@10
NF-Corpus,PLAIN-2830,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.31939394323979897,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,nfcorpus,Neurobiology of Artificial Sweeteners,sem mudança em nDCG@10
NF-Corpus,PLAIN-2840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Benefits of Fenugreek Seeds,sem mudança em nDCG@10
NF-Corpus,PLAIN-691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,bioavailability,sem mudança em nDCG@10
NF-Corpus,PLAIN-681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,betel nuts,sem mudança em nDCG@10
NF-Corpus,PLAIN-671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,benzene,sem mudança em nDCG@10
NF-Corpus,PLAIN-660,1.0,1.0,0.021052631578947368,1.0,1.0,1.0,0.021052631578947368,1.0,0.0,0.0,0.0,0.0,nfcorpus,beans,sem mudança em nDCG@10
NF-Corpus,PLAIN-645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,bagels,sem mudança em nDCG@10
NF-Corpus,PLAIN-634,0.13886244387355454,0.5,0.047619047619047616,0.05,0.13886244387355454,0.5,0.047619047619047616,0.05,0.0,0.0,0.0,0.0,nfcorpus,avocados,sem mudança em nDCG@10
NF-Corpus,PLAIN-551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,amnesia,sem mudança em nDCG@10
NF-Corpus,PLAIN-711,0.22009176629808017,1.0,0.017543859649122806,0.1,0.22009176629808017,1.0,0.017543859649122806,0.1,0.0,0.0,0.0,0.0,nfcorpus,blood clots,sem mudança em nDCG@10
NF-Corpus,PLAIN-603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Arkansas,sem mudança em nDCG@10
NF-Corpus,PLAIN-593,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,nfcorpus,apnea,sem mudança em nDCG@10
NF-Corpus,PLAIN-583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,antinutrients,sem mudança em nDCG@10
NF-Corpus,PLAIN-561,0.3589542101716347,1.0,0.08,0.2,0.3589542101716347,1.0,0.08,0.2,0.0,0.0,0.0,0.0,nfcorpus,aneurysm,sem mudança em nDCG@10
NF-Corpus,PLAIN-510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,airport scanners,sem mudança em nDCG@10
NF-Corpus,PLAIN-478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,accidents,sem mudança em nDCG@10
NF-Corpus,PLAIN-623,0.2489083270225946,0.5,0.04878048780487805,0.11666666666666665,0.2489083270225946,0.5,0.04878048780487805,0.11666666666666665,0.0,0.0,0.0,0.0,nfcorpus,Atkins diet,sem mudança em nDCG@10
NF-Corpus,PLAIN-520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Alli,sem mudança em nDCG@10
NF-Corpus,PLAIN-2321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,veggie chicken,sem mudança em nDCG@10
NF-Corpus,PLAIN-2311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,veal,sem mudança em nDCG@10
NF-Corpus,PLAIN-2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,uterine health,sem mudança em nDCG@10
NF-Corpus,PLAIN-2440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,More Than an Apple a Day: Combating Common Diseases,sem mudança em nDCG@10
NF-Corpus,PLAIN-2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Zoloft,sem mudança em nDCG@10
NF-Corpus,PLAIN-2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Yale,sem mudança em nDCG@10
NF-Corpus,PLAIN-2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,worms,sem mudança em nDCG@10
NF-Corpus,PLAIN-2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,whiting,sem mudança em nDCG@10
NF-Corpus,PLAIN-1837,1.0,1.0,0.05102040816326531,1.0,1.0,1.0,0.05102040816326531,1.0,0.0,0.0,0.0,0.0,nfcorpus,pesticides,sem mudança em nDCG@10
NF-Corpus,PLAIN-1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Peoria,sem mudança em nDCG@10
NF-Corpus,PLAIN-1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,oxen meat,sem mudança em nDCG@10
NF-Corpus,PLAIN-1794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,Panama,sem mudança em nDCG@10
NF-Corpus,PLAIN-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,prenatal vitamins,sem mudança em nDCG@10
NF-Corpus,PLAIN-1877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,plant-based diet,sem mudança em nDCG@10
NF-Corpus,PLAIN-1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,poisonous plants,sem mudança em nDCG@10
NF-Corpus,PLAIN-1897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,polypropylene plastic,sem mudança em nDCG@10
NF-Corpus,PLAIN-1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,quinine,sem mudança em nDCG@10
NF-Corpus,PLAIN-1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,pumpkin,sem mudança em nDCG@10
NF-Corpus,PLAIN-1950,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665,0.2489083270225946,0.5,0.15384615384615385,0.11666666666666665,0.0,0.0,0.0,0.0,nfcorpus,prunes,sem mudança em nDCG@10
NF-Corpus,PLAIN-1867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,pineapples,sem mudança em nDCG@10
NF-Corpus,PLAIN-2019,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.46927872602275644,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,nfcorpus,rickets,sem mudança em nDCG@10
NF-Corpus,PLAIN-2009,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.12647135138382856,0.3333333333333333,0.125,0.041666666666666664,0.0,0.0,0.0,0.0,nfcorpus,rhabdomyolysis,sem mudança em nDCG@10
NF-Corpus,PLAIN-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,red tea,sem mudança em nDCG@10
NF-Corpus,PLAIN-1983,1.0,1.0,0.3125,1.0,1.0,1.0,0.3125,1.0,0.0,0.0,0.0,0.0,nfcorpus,rapamycin,sem mudança em nDCG@10
NF-Corpus,PLAIN-2092,0.6489315753318465,1.0,0.5,0.5,0.6489315753318465,1.0,0.5,0.5,0.0,0.0,0.0,0.0,nfcorpus,sirtuins,sem mudança em nDCG@10
NF-Corpus,PLAIN-2081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,shelf life,sem mudança em nDCG@10
NF-Corpus,PLAIN-2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,soil health,sem mudança em nDCG@10
NF-Corpus,PLAIN-1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,leeks,sem mudança em nDCG@10
NF-Corpus,PLAIN-1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,National Academy of Sciences,sem mudança em nDCG@10
NF-Corpus,PLAIN-1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,myelopathy,sem mudança em nDCG@10
NF-Corpus,PLAIN-1568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,maple syrup,sem mudança em nDCG@10
NF-Corpus,PLAIN-2760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Eating Healthy on a Budget,sem mudança em nDCG@10
NF-Corpus,PLAIN-1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,lyme disease,sem mudança em nDCG@10
NF-Corpus,PLAIN-1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,lard,sem mudança em nDCG@10
NF-Corpus,PLAIN-1473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,nfcorpus,kohlrabi,sem mudança em nDCG@10
NF-Corpus,PLAIN-1516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Lindane,sem mudança em nDCG@10
NF-Corpus,PLAIN-3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Apthous Ulcer Mystery Solved,sem mudança em nDCG@10
NF-Corpus,PLAIN-3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Meat & Multiple Myeloma,sem mudança em nDCG@10
NF-Corpus,PLAIN-3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Dietary Theory of Alzheimer's,sem mudança em nDCG@10
NF-Corpus,PLAIN-2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,vitamin K,sem mudança em nDCG@10
NF-Corpus,PLAIN-2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,tongue worm,sem mudança em nDCG@10
NF-Corpus,PLAIN-2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,thiamine,sem mudança em nDCG@10
NF-Corpus,PLAIN-2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,turnips,sem mudança em nDCG@10
NF-Corpus,PLAIN-2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Tufts,sem mudança em nDCG@10
NF-Corpus,PLAIN-2124,0.3589542101716347,1.0,0.11764705882352941,0.2,0.3589542101716347,1.0,0.11764705882352941,0.2,0.0,0.0,0.0,0.0,nfcorpus,spearmint,sem mudança em nDCG@10
NF-Corpus,PLAIN-2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Splenda,sem mudança em nDCG@10
NF-Corpus,PLAIN-2156,0.644824486427155,1.0,0.5,0.5,0.644824486427155,1.0,0.5,0.5,0.0,0.0,0.0,0.0,nfcorpus,stevia,sem mudança em nDCG@10
NF-Corpus,PLAIN-2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,subsidies,sem mudança em nDCG@10
NF-Corpus,PLAIN-2220,0.23504554941448536,1.0,0.1111111111111111,0.1111111111111111,0.23504554941448536,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,nfcorpus,tempeh,sem mudança em nDCG@10
NF-Corpus,PLAIN-2364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,weight gain,sem mudança em nDCG@10
NF-Corpus,PLAIN-2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,taro,sem mudança em nDCG@10
NF-Corpus,PLAIN-3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,The Healthiest Sweetener,sem mudança em nDCG@10
NF-Corpus,PLAIN-3362,0.5880534728737216,1.0,0.2727272727272727,0.3,0.5880534728737216,1.0,0.2727272727272727,0.3,0.0,0.0,0.0,0.0,nfcorpus,Kuna Indian Secret,sem mudança em nDCG@10
NF-Corpus,PLAIN-2187,0.38334277998463445,1.0,0.2222222222222222,0.2222222222222222,0.38334277998463445,1.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,nfcorpus,suppositories,sem mudança em nDCG@10
NF-Corpus,PLAIN-3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Healthiest Airplane Beverage,sem mudança em nDCG@10
NF-Corpus,PLAIN-3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Overdosing on Greens,sem mudança em nDCG@10
NF-Corpus,PLAIN-186,0.13886244387355454,0.5,0.041666666666666664,0.05,0.13886244387355454,0.5,0.041666666666666664,0.05,0.0,0.0,0.0,0.0,nfcorpus,Best Treatment for Constipation,sem mudança em nDCG@10
NF-Corpus,PLAIN-358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Didn't another study show carnitine was good for the heart?,sem mudança em nDCG@10
NF-Corpus,PLAIN-320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Breast Cancer and Diet,sem mudança em nDCG@10
NF-Corpus,PLAIN-291,0.3589542101716347,1.0,0.15384615384615385,0.2,0.3589542101716347,1.0,0.15384615384615385,0.2,0.0,0.0,0.0,0.0,nfcorpus,Stool Size and Breast Cancer Risk,sem mudança em nDCG@10
NF-Corpus,PLAIN-3271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Saturated Fat & Cancer Progression,sem mudança em nDCG@10
NF-Corpus,PLAIN-217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Plant-Based Diets for Psoriasis,sem mudança em nDCG@10
NF-Corpus,PLAIN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nfcorpus,Exploiting Autophagy to Live Longer,sem mudança em nDCG@10
NF-Corpus,PLAIN-68,0.425035080064741,1.0,0.03636363636363636,0.13333333333333333,0.425035080064741,1.0,0.03636363636363636,0.13333333333333333,0.0,0.0,0.0,0.0,nfcorpus,What is Actually in Chicken Nuggets?,sem mudança em nDCG@10
NF-Corpus,PLAIN-2540,0.2615385214652794,1.0,0.09523809523809523,0.12222222222222223,0.25514691744452866,0.3333333333333333,0.14285714285714285,0.0919047619047619,-0.00639160402075073,-0.6666666666666667,0.047619047619047616,-0.030317460317460326,nfcorpus,Does Cholesterol Size Matter?,reranker piorou o ranking da query no topo
NF-Corpus,PLAIN-488,0.933745776545611,1.0,0.6,0.89,0.9266360779006401,1.0,0.6,0.866388888888889,-0.007109698644970908,0.0,0.0,-0.023611111111111027,nfcorpus,adenovirus 36,reranker piorou o ranking da query no topo
