dataset,pipeline,query_id,query_text,rank,doc_id,score,relevance,doc_text,doc_preview
TREC-COVID,BM25 + BGE-Reranker,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,17,7jwhypgs,2.0401930809020996,2,"Cross-reactive neutralization of SARS-CoV-2 by serum antibodies from recovered SARS patients and immunized animals. The current COVID-19 pandemic, caused by a novel coronavirus SARS-CoV-2, poses serious threats to public health and social stability, calling for urgent need for vaccines and therapeutics. SARS-CoV-2 is genetically close to SARS-CoV, thus it is important to define the between antigenic cross-reactivity and neutralization. In this study, we firstly analyzed 20 convalescent serum samples collected from SARS-CoV infected individuals during the 2003 SARS outbreak. All patient sera reacted strongly with the S1 subunit and receptor-binding domain (RBD) of SARS-CoV, cross-reacted with the S ectodomain, S1, RBD, and S2 proteins of SARS-CoV-2, and neutralized both SARS-CoV and SARS-CoV-2 S protein-driven infections. Multiple panels of antisera from mice and rabbits immunized with a full-length S and RBD immunogens of SARS-CoV were also characterized, verifying the cross-reactive neutralization against SARS-CoV-2. Interestingly, we found that a palm civet SARS-CoV-derived RBD elicited more potent cross-neutralizing responses in immunized animals than the RBD from a human SARS-CoV strain, informing a strategy to develop a universe vaccine against emerging CoVs. Summary Serum antibodies from SARS-CoV infected patients and immunized animals cross-neutralize SARS-CoV-2 suggests strategies for universe vaccines against emerging CoVs.","Cross-reactive neutralization of SARS-CoV-2 by serum antibodies from recovered SARS patients and immunized animals. The current COVID-19 pandemic, caused by a novel coronavirus SARS-CoV-2, poses serious threats to public health and social stability, calling for urgent need for vaccines and therapeutics. SARS-CoV-2 is genetically close to SARS-CoV, thus it is important to define the between antigenic cross-reactivity and neutralization. In this study, we firstly analyzed 20 convalescent serum sam..."
TREC-COVID,BM25 + BGE-Reranker,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,18,bcqdm2b1,1.791667103767395,2,"Protective Adaptive Immunity Against Severe Acute Respiratory Syndrome Coronaviruses 2 (SARS-CoV-2) and Implications for Vaccines. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an emerging human coronavirus responsible for coronavirus disease 2019 (COVID-19), a predominantly respiratory disease that has become a global pandemic. Millions of people worldwide are suffering from COVID-19, and hundreds of thousands of those infected have died. Nevertheless, many more people who have been infected with SARS-CoV-2 are asymptomatic or suffer a mild disease characterized by dry cough and mild fever. This new pandemic poses a threat to public health on a global scale, and an intervention to prevent continued spread of SARS-CoV-2 virus is of the utmost importance. To assess preventive and therapeutic strategies, it is imperative to understand the pathogenesis and immune response against SARS-CoV-2. In this review, we concentrate on the protective adaptive immune response elicited by this novel coronavirus as well as requirements for a successful vaccine inducing optimal protection.","Protective Adaptive Immunity Against Severe Acute Respiratory Syndrome Coronaviruses 2 (SARS-CoV-2) and Implications for Vaccines. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an emerging human coronavirus responsible for coronavirus disease 2019 (COVID-19), a predominantly respiratory disease that has become a global pandemic. Millions of people worldwide are suffering from COVID-19, and hundreds of thousands of those infected have died. Nevertheless, many more people who hav..."
TREC-COVID,BM25 + BGE-Reranker,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,19,svwkcuxf,1.5908350944519043,0,"Thromboinflammation and the hypercoagulability of COVID-19.. The pathogenic coronavirus has been wreaking havoc worldwide since January. Infection with SARS-CoV-2 is problematic as no one has prior immunity, and no specific antiviral treatments are available. While many people with COVID-19 develop mild to moderate symptoms, some develop profound seemingly unchecked inflammatory responses leading to acute lung injury and hypoxemic respiratory failure, the most common cause for death.","Thromboinflammation and the hypercoagulability of COVID-19.. The pathogenic coronavirus has been wreaking havoc worldwide since January. Infection with SARS-CoV-2 is problematic as no one has prior immunity, and no specific antiviral treatments are available. While many people with COVID-19 develop mild to moderate symptoms, some develop profound seemingly unchecked inflammatory responses leading to acute lung injury and hypoxemic respiratory failure, the most common cause for death."
TREC-COVID,BM25 + BGE-Reranker,3,will SARS-CoV2 infected people develop immunity? Is cross protection possible?,20,wxqe231k,1.4564961194992065,2,"SARS-CoV-2 and the testis: similarity with other viruses and routes of infection. Since the start of the latest coronavirus (SARS-CoV-2) outbreak, the number of infected individuals and cases of coronavirus disease (COVID-19) has been increasing exponentially worldwide. Of interest is existing evidence that orchitis can develop due coronavirus infection. It is therefore not unreasonable to believe that SARS-CoV-2 could be transmitted by semen. Consequently, it is of paramount importance that individuals who could potentially be infected take all possible care to mitigate the likely risk of passing on the infection through sexual intercourse.","SARS-CoV-2 and the testis: similarity with other viruses and routes of infection. Since the start of the latest coronavirus (SARS-CoV-2) outbreak, the number of infected individuals and cases of coronavirus disease (COVID-19) has been increasing exponentially worldwide. Of interest is existing evidence that orchitis can develop due coronavirus infection. It is therefore not unreasonable to believe that SARS-CoV-2 could be transmitted by semen. Consequently, it is of paramount importance that ind..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,1,9yb9a9vz,8.641000747680664,2,"Causes of Death and Comorbidities in Patients with COVID-19. Infection by the new corona virus strain SARS-CoV-2 and its related syndrome COVID-19 has caused several hundreds of thousands of deaths worldwide. Patients of higher age and with preexisting chronic health conditions are at an increased risk of fatal disease outcome. However, detailed information on causes of death and the contribution of comorbidities to death yet is missing. Here, we report autopsy findings on causes of death and comorbidities of 26 decedents that had clinically presented with severe COVID-19. We found that septic shock and multi organ failure was the most common immediate cause of death, often due to suppurative pulmonary infection. Respiratory failure due to diffuse alveolar damage presented as the most immediate cause of death in fewer cases. Several comorbidities, such as hypertension, ischemic heart disease, and obesity were present in the vast majority of patients. Our findings reveal that causes of death were directly related to COVID-19 in the majority of decedents, while they appear not to be an immediate result of preexisting health conditions and comorbidities. We therefore suggest that the majority of patients had died of COVID-19 with only contributory implications of preexisting health conditions to the mechanism of death.","Causes of Death and Comorbidities in Patients with COVID-19. Infection by the new corona virus strain SARS-CoV-2 and its related syndrome COVID-19 has caused several hundreds of thousands of deaths worldwide. Patients of higher age and with preexisting chronic health conditions are at an increased risk of fatal disease outcome. However, detailed information on causes of death and the contribution of comorbidities to death yet is missing. Here, we report autopsy findings on causes of death and co..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,2,vhfl6l6k,6.947717666625977,0,"COVID-19 and Older Adults: What We Know. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a novel virus that causes COVID-19 infection, has recently emerged and caused a deadly pandemic. Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD). A significant percentage of older American adults have these diseases, putting them at a higher risk of infection. Additionally, many adults with hypertension, diabetes, and CKD are placed on angiotensin-converting enzyme (ACE) inhibitors and angiotensin II receptor blockers. Studies have shown that these medications upregulate the ACE-2 receptor, the very receptor that the SARS-CoV-2 virus uses to enter host cells. Although it has been hypothesized that this may cause a further increased risk of infection, more studies on the role of these medications in COVID-19 infections are necessary. In this review, we discuss the transmission, symptomatology, and mortality of COVID-19 as they relate to older adults, and possible treatments that are currently under investigation. J Am Geriatr Soc 68:926-929, 2020.","COVID-19 and Older Adults: What We Know. Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a novel virus that causes COVID-19 infection, has recently emerged and caused a deadly pandemic. Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD). A significant percentage of older American adults h..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,3,gtp01rna,6.87334680557251,0,"COVID-19: Dying is Bad--Losing Life is Worse. Background: COVID-19 was the leading cause of death in the United States over the three-month period March through May 2020. Another perspective is COVID-19s toll in terms of years of life lost. We calculated years of life lost for COVID-19 and other leading causes of death over those three months in the US. We also predicted years of life lost for COVID-19 and ischemic heart diseases (which includes heart attacks) for March through August 2020. Methods: Years of life lost are the sum of differences between life expectancy at age of death and age at death. Average years of life lost, years of life lost divided by the number of deaths, were also calculated. We used the COVID-19 Projections Using Machine Learning model to predict years of life lost from COVID-19 through the end of August 2020. Results: COVID-19 caused 12,035 more deaths than ischemic heart diseases during March through May 2020 but ischemic heart diseases years of life lost were 1.5% greater than those for COVID-19. Average years of life lost were 10.8 and 12.4 for COVID-19 and ischemic heart diseases, respectively. At the end of August, COVID-19 may overtake ischemic heart diseases as the leading cause of deaths and years of life lost in the US. Conclusion: Each COVID-19 death causes more than a decade of lost life in the US. We are reminded of a Danish Proverb that states ""Prediction is difficult, especially when dealing with the future."" We suggest that while dying is bad, losing life is even worse.",COVID-19: Dying is Bad--Losing Life is Worse. Background: COVID-19 was the leading cause of death in the United States over the three-month period March through May 2020. Another perspective is COVID-19s toll in terms of years of life lost. We calculated years of life lost for COVID-19 and other leading causes of death over those three months in the US. We also predicted years of life lost for COVID-19 and ischemic heart diseases (which includes heart attacks) for March through August 2020. Meth...
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,4,t9qdiz7n,6.841873645782471,0,"How Large Was the Mortality Increase Directly and Indirectly Caused by the COVID-19 Epidemic? An Analysis on All-Causes Mortality Data in Italy. Objective: Overall mortality is a relevant indicator of the population burden during an epidemic. It informs on both undiagnosed cases and on the effects of health system disruption. Methods: We aimed at evaluating the extent of the total death excess during the COVID-19 epidemic in Italy. Data from 4433 municipalities providing mortality reports until April 15th, 2020 were included for a total of 34.5 million residents from all Italian regions. Data were analyzed by region, sex and age, and compared to expected from 2015–2019. Results: In both genders, overall mortality was stable until February 2020 and abruptly increased from March 1st onwards. Within the municipalities studied, 77,339 deaths were observed in the period between March 1st to April 15th, 2020, in contrast to the 50,822.6 expected. The rate ratio was 1.11 before age 60 and 1.55 afterwards. Both sexes were affected. The excess was greater in the regions most affected by COVID-19 but always exceeded the deaths attributed to COVID-19. The extrapolation to the total Italian population suggests an excess of 45,033 deaths in the study period, while the number of COVID–19 deaths was 21,046. Conclusion: Our paper shows a large death excess during the COVID-19 epidemic in Italy; greater than the number attributed to it. Possible causes included both the undetected cases and the disruption of the Health Service organization. Timely monitoring of overall mortality based on unbiased nationwide data is an essential tool for epidemic control.",How Large Was the Mortality Increase Directly and Indirectly Caused by the COVID-19 Epidemic? An Analysis on All-Causes Mortality Data in Italy. Objective: Overall mortality is a relevant indicator of the population burden during an epidemic. It informs on both undiagnosed cases and on the effects of health system disruption. Methods: We aimed at evaluating the extent of the total death excess during the COVID-19 epidemic in Italy. Data from 4433 municipalities providing mortality reports until ...
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,5,ekxz577j,6.679713726043701,0,"How Large Was the Mortality Increase Directly and Indirectly Caused by the COVID-19 Epidemic? An Analysis on All-Causes Mortality Data in Italy. Objective: Overall mortality is a relevant indicator of the population burden during an epidemic. It informs on both undiagnosed cases and on the effects of health system disruption. Methods: We aimed at evaluating the extent of the total death excess during the COVID-19 epidemic in Italy. Data from 4433 municipalities providing mortality reports until April 15th, 2020 were included for a total of 34.5 million residents from all Italian regions. Data were analyzed by region, sex and age, and compared to expected from 2015-2019. Results: In both genders, overall mortality was stable until February 2020 and abruptly increased from March 1st onwards. Within the municipalities studied, 77,339 deaths were observed in the period between March 1st to April 15th, 2020, in contrast to the 50,822.6 expected. The rate ratio was 1.11 before age 60 and 1.55 afterwards. Both sexes were affected. The excess was greater in the regions most affected by COVID-19 but always exceeded the deaths attributed to COVID-19. The extrapolation to the total Italian population suggests an excess of 45,033 deaths in the study period, while the number of COVID-19 deaths was 21,046. Conclusion: Our paper shows a large death excess during the COVID-19 epidemic in Italy; greater than the number attributed to it. Possible causes included both the undetected cases and the disruption of the Health Service organization. Timely monitoring of overall mortality based on unbiased nationwide data is an essential tool for epidemic control.",How Large Was the Mortality Increase Directly and Indirectly Caused by the COVID-19 Epidemic? An Analysis on All-Causes Mortality Data in Italy. Objective: Overall mortality is a relevant indicator of the population burden during an epidemic. It informs on both undiagnosed cases and on the effects of health system disruption. Methods: We aimed at evaluating the extent of the total death excess during the COVID-19 epidemic in Italy. Data from 4433 municipalities providing mortality reports until ...
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,6,ev9p2apu,6.594360828399658,0,"Has mortality due to other causes increased during the Covid-19 pandemic? Early evidence from England and Wales. Background: The Covid-19 pandemic has claimed many lives in the UK and globally. The objective of this paper is to study whether the novel coronavirus has also been associated with an increase in deaths in England and Wales for those who have not contracted the disease. Reasons behind this may include avoiding visits to hospitals or GPs, and the effects of the lockdown. Methods: I used weekly ONS data on the number of deaths that did not involve covid-19 over the period 2015-2020. Simply observing trends is not sufficient as spikes in deaths may occasionally occur. I thus followed a differences-in-differences econometric approach to study whether there was a relative increase in non-covid-19 deaths during the pandemic, compared to a control. As an additional approach, an interrupted time series model was also used. Results: Results suggest that there were an additional 531 non-covid-19 deaths in England and Wales since the outbreak of the pandemic, compared to what would have otherwise been expected [diff-in-diff interaction coeff: 531.11; 95%CI: 125.65 to 936.57]. This is confirmed by the interrupted time series model. Discussion: The health effects of covid-19 do not seem to be limited only to patients suffering from the disease, as the number of deaths for those who did not contract covid-19 has also demonstrated an absolute and relative increase. Analysing the cause of death for non-covid-19 deaths will shed light upon the reasons for the increase in such deaths and will help design appropriate policy responses to save lives.","Has mortality due to other causes increased during the Covid-19 pandemic? Early evidence from England and Wales. Background: The Covid-19 pandemic has claimed many lives in the UK and globally. The objective of this paper is to study whether the novel coronavirus has also been associated with an increase in deaths in England and Wales for those who have not contracted the disease. Reasons behind this may include avoiding visits to hospitals or GPs, and the effects of the lockdown. Methods: I use..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,7,ete5n5pw,6.564208984375,0,"The COVID-19 Cytokine Storm; What We Know So Far. COVID-19 is a rapidly spreading global threat that has been declared as a pandemic by the WHO. COVID-19 is transmitted via droplets or direct contact and infects the respiratory tract resulting in pneumonia in most of the cases and acute respiratory distress syndrome (ARDS) in about 15 % of the cases. Mortality in COVID-19 patients has been linked to the presence of the so-called ""cytokine storm"" induced by the virus. Excessive production of proinflammatory cytokines leads to ARDS aggravation and widespread tissue damage resulting in multi-organ failure and death. Targeting cytokines during the management of COVID-19 patients could improve survival rates and reduce mortality.","The COVID-19 Cytokine Storm; What We Know So Far. COVID-19 is a rapidly spreading global threat that has been declared as a pandemic by the WHO. COVID-19 is transmitted via droplets or direct contact and infects the respiratory tract resulting in pneumonia in most of the cases and acute respiratory distress syndrome (ARDS) in about 15 % of the cases. Mortality in COVID-19 patients has been linked to the presence of the so-called ""cytokine storm"" induced by the virus. Excessive production of proi..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,8,e84qebgm,6.5561442375183105,0,"Vulnerability of nurse and physicians with COVID‐19: Monitoring and surveillance needed. SARS‐CoV‐2, the virus that causes COVID‐19, is wreaking havoc around the world. This unprecedented pandemic has led to illness, death, and economic destruction. The pandemic has challenged health care systems globally for a range of reasons. In developed economies the focus on non‐communicable diseases rather than infectious diseases have caught us short. A period of complacency and a lack of focus on potential pandemics has meant that documented shortages of personnel, workforce and equipment has limited healthcare delivery.","Vulnerability of nurse and physicians with COVID‐19: Monitoring and surveillance needed. SARS‐CoV‐2, the virus that causes COVID‐19, is wreaking havoc around the world. This unprecedented pandemic has led to illness, death, and economic destruction. The pandemic has challenged health care systems globally for a range of reasons. In developed economies the focus on non‐communicable diseases rather than infectious diseases have caught us short. A period of complacency and a lack of focus on potent..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,9,ne1qvf5g,6.447097301483154,0,The COVID-19 Cytokine Storm; What We Know So Far. COVID-19 is a rapidly spreading global threat that has been declared as a pandemic by the WHO. COVID-19 is transmitted via droplets or direct contact and infects the respiratory tract resulting in pneumonia in most of the cases and acute respiratory distress syndrome (ARDS) in about 15 % of the cases. Mortality in COVID-19 patients has been linked to the presence of the so-called “cytokine storm” induced by the virus. Excessive production of proinflammatory cytokines leads to ARDS aggravation and widespread tissue damage resulting in multi-organ failure and death. Targeting cytokines during the management of COVID-19 patients could improve survival rates and reduce mortality.,The COVID-19 Cytokine Storm; What We Know So Far. COVID-19 is a rapidly spreading global threat that has been declared as a pandemic by the WHO. COVID-19 is transmitted via droplets or direct contact and infects the respiratory tract resulting in pneumonia in most of the cases and acute respiratory distress syndrome (ARDS) in about 15 % of the cases. Mortality in COVID-19 patients has been linked to the presence of the so-called “cytokine storm” induced by the virus. Excessive production of proi...
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,10,8efdzlc0,6.433194160461426,2,"Autopsy Findings and Venous Thromboembolism in Patients With COVID-19: A Prospective Cohort Study. BACKGROUND: The new coronavirus, severe acute respiratory syndrome coronavirus-2 (SARS–CoV-2), has caused more than 210 000 deaths worldwide. However, little is known about the causes of death and the virus's pathologic features. OBJECTIVE: To validate and compare clinical findings with data from medical autopsy, virtual autopsy, and virologic tests. DESIGN: Prospective cohort study. SETTING: Autopsies performed at a single academic medical center, as mandated by the German federal state of Hamburg for patients dying with a polymerase chain reaction–confirmed diagnosis of COVID-19. PATIENTS: The first 12 consecutive COVID-19–positive deaths. MEASUREMENTS: Complete autopsy, including postmortem computed tomography and histopathologic and virologic analysis, was performed. Clinical data and medical course were evaluated. Results: Median patient age was 73 years (range, 52 to 87 years), 75% of patients were male, and death occurred in the hospital (n = 10) or outpatient sector (n = 2). Coronary heart disease and asthma or chronic obstructive pulmonary disease were the most common comorbid conditions (50% and 25%, respectively). Autopsy revealed deep venous thrombosis in 7 of 12 patients (58%) in whom venous thromboembolism was not suspected before death; pulmonary embolism was the direct cause of death in 4 patients. Postmortem computed tomography revealed reticular infiltration of the lungs with severe bilateral, dense consolidation, whereas histomorphologically diffuse alveolar damage was seen in 8 patients. In all patients, SARS–CoV-2 RNA was detected in the lung at high concentrations; viremia in 6 of 10 and 5 of 12 patients demonstrated high viral RNA titers in the liver, kidney, or heart. LIMITATION: Limited sample size. CONCLUSION: The high incidence of thromboembolic events suggests an important role of COVID-19–induced coagulopathy. Further studies are needed to investigate the molecular mechanism and overall clinical incidence of COVID-19–related death, as well as possible therapeutic interventions to reduce it. PRIMARY FUNDING SOURCE: University Medical Center Hamburg-Eppendorf.","Autopsy Findings and Venous Thromboembolism in Patients With COVID-19: A Prospective Cohort Study. BACKGROUND: The new coronavirus, severe acute respiratory syndrome coronavirus-2 (SARS–CoV-2), has caused more than 210 000 deaths worldwide. However, little is known about the causes of death and the virus's pathologic features. OBJECTIVE: To validate and compare clinical findings with data from medical autopsy, virtual autopsy, and virologic tests. DESIGN: Prospective cohort study. SETTING: Autop..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,11,m41w2007,6.392383098602295,0,"Estimating the early death toll of COVID-19 in the United States. BACKGROUND: Efforts to track the severity and public health impact of the novel coronavirus, COVID-19, in the US have been hampered by testing issues, reporting lags, and inconsistency between states. Evaluating unexplained increases in deaths attributed to broad outcomes, such as pneumonia and influenza (P&I) or all causes, can provide a more complete and consistent picture of the burden caused by COVID-19. METHODS: We evaluated increases in the occurrence of deaths due to P&I above a seasonal baseline (adjusted for influenza activity) or due to any cause across the United States in February and March 2020. These estimates are compared with reported deaths due to COVID-19 and with testing data. RESULTS: There were notable increases in the rate of death due to P&I in February and March 2020. In a number of states, these deaths pre-dated increases in COVID-19 testing rates and were not counted in official records as related to COVID-19. There was substantial variability between states in the discrepancy between reported rates of death due to COVID-19 and the estimated burden of excess deaths due to P&I. The increase in all-cause deaths in New York and New Jersey is 1.5–3 times higher than the official tally of COVID-19 confirmed deaths or the estimated excess death due to P&I. CONCLUSIONS: Excess P&I deaths provide a conservative estimate of COVID-19 burden and indicate that COVID-19-related deaths are missed in locations with inadequate testing or intense pandemic activity.","Estimating the early death toll of COVID-19 in the United States. BACKGROUND: Efforts to track the severity and public health impact of the novel coronavirus, COVID-19, in the US have been hampered by testing issues, reporting lags, and inconsistency between states. Evaluating unexplained increases in deaths attributed to broad outcomes, such as pneumonia and influenza (P&I) or all causes, can provide a more complete and consistent picture of the burden caused by COVID-19. METHODS: We evaluated ..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,12,mnta55wf,6.352453231811523,2,"Autopsy Findings and Venous Thromboembolism in Patients With COVID-19. BACKGROUND: The new coronavirus, severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), has caused more than 210 000 deaths worldwide. However, little is known about the causes of death and the virus's pathologic features. OBJECTIVE: To validate and compare clinical findings with data from medical autopsy, virtual autopsy, and virologic tests. DESIGN: Prospective cohort study. SETTING: Autopsies performed at a single academic medical center, as mandated by the German federal state of Hamburg for patients dying with a polymerase chain reaction-confirmed diagnosis of COVID-19. PATIENTS: The first 12 consecutive COVID-19-positive deaths. MEASUREMENTS: Complete autopsy, including postmortem computed tomography and histopathologic and virologic analysis, was performed. Clinical data and medical course were evaluated. Results: Median patient age was 73 years (range, 52 to 87 years), 75% of patients were male, and death occurred in the hospital (n = 10) or outpatient sector (n = 2). Coronary heart disease and asthma or chronic obstructive pulmonary disease were the most common comorbid conditions (50% and 25%, respectively). Autopsy revealed deep venous thrombosis in 7 of 12 patients (58%) in whom venous thromboembolism was not suspected before death; pulmonary embolism was the direct cause of death in 4 patients. Postmortem computed tomography revealed reticular infiltration of the lungs with severe bilateral, dense consolidation, whereas histomorphologically diffuse alveolar damage was seen in 8 patients. In all patients, SARS-CoV-2 RNA was detected in the lung at high concentrations; viremia in 6 of 10 and 5 of 12 patients demonstrated high viral RNA titers in the liver, kidney, or heart. LIMITATION: Limited sample size. CONCLUSION: The high incidence of thromboembolic events suggests an important role of COVID-19-induced coagulopathy. Further studies are needed to investigate the molecular mechanism and overall clinical incidence of COVID-19-related death, as well as possible therapeutic interventions to reduce it. PRIMARY FUNDING SOURCE: University Medical Center Hamburg-Eppendorf.","Autopsy Findings and Venous Thromboembolism in Patients With COVID-19. BACKGROUND: The new coronavirus, severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), has caused more than 210 000 deaths worldwide. However, little is known about the causes of death and the virus's pathologic features. OBJECTIVE: To validate and compare clinical findings with data from medical autopsy, virtual autopsy, and virologic tests. DESIGN: Prospective cohort study. SETTING: Autopsies performed at a single a..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,13,8nngksqu,6.343311786651611,0,"COVID-19 infection can cause chemotherapy resistance development in patients with breast cancer and tamoxifen may cause susceptibility to COVID-19 infection. Breast cancer is the most common cancer in women and is the second most common cause of death in women. Estrogen plays an important role in breast tumor etiopathogenesis. Tamoxifen and other anti-estrogen drugs are used in breast cancer patients who have a positive estrogen receptor (ER). While angiotensin II plays a key role in breast cancer etiology and causes tamoxifen resistance, angiotensin 1–7 has been reported to may reduce the spread and invasion of breast cancer. During the COVID-19 infection, the virus blocks ACE2, and angiotensin 1–7 production discontinued. Angiotensin III production may increase as angiotensin II destruction is reduced. Thus, aminopeptidase upregulation may occur. Increased aminopeptidase may develop resistance to chemotherapy in breast cancer patients receiving chemotherapy. Estrogen can have a protective effect against COVID-19. Estrogen increase causes ER-α upregulation in T lymphocytes. Thus, estrogen increases the release of interferon I and III from T lymphocytes. Increasing interferon I and III alleviates COVID-19 infection. Tamoxifen treatment causes down-regulation, mutation, or loss in estrogen receptors. In the long-term use of tamoxifen, its effects on estrogen receptors can be permanent. Thus, since estrogen receptors are damaged or downregulated, estrogen may not act by binding to these receptors. Tamoxifen is a P-glycoprotein inhibitor, independent of its effect on estrogen receptors. It suppresses T cell functions and interferon release. We think tamoxifen may increase the COVID-19 risk due to its antiestrogen and P-glycoprotein inhibitory effects.",COVID-19 infection can cause chemotherapy resistance development in patients with breast cancer and tamoxifen may cause susceptibility to COVID-19 infection. Breast cancer is the most common cancer in women and is the second most common cause of death in women. Estrogen plays an important role in breast tumor etiopathogenesis. Tamoxifen and other anti-estrogen drugs are used in breast cancer patients who have a positive estrogen receptor (ER). While angiotensin II plays a key role in breast canc...
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,14,kd4uxcve,6.256247520446777,0,"COVID‐19 and Older Adults: What We Know. Severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2), a novel virus that causes COVID‐19 infection, has recently emerged and caused a deadly pandemic. Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD). A significant percentage of older American adults have these diseases, putting them at a higher risk of infection. Additionally, many adults with hypertension, diabetes, and CKD are placed on angiotensin‐converting enzyme (ACE) inhibitors and angiotensin II receptor blockers. Studies have shown that these medications upregulate the ACE‐2 receptor, the very receptor that the SARS‐CoV‐2 virus uses to enter host cells. Although it has been hypothesized that this may cause a further increased risk of infection, more studies on the role of these medications in COVID‐19 infections are necessary. In this review, we discuss the transmission, symptomatology, and mortality of COVID‐19 as they relate to older adults, and possible treatments that are currently under investigation. J Am Geriatr Soc 68:926–929, 2020","COVID‐19 and Older Adults: What We Know. Severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2), a novel virus that causes COVID‐19 infection, has recently emerged and caused a deadly pandemic. Studies have shown that this virus causes worse outcomes and a higher mortality rate in older adults and those with comorbidities such as hypertension, cardiovascular disease, diabetes, chronic respiratory disease, and chronic kidney disease (CKD). A significant percentage of older American adults h..."
TREC-COVID,BM25 + BGE-Reranker,4,what causes death from Covid-19?,15,mlwrfkm4,6.185842990875244,2,"Estimating the Risks from COVID-19 Infection in Adult Chemotherapy Patients. The SARS-CoV-2 (COVID-19) novel coronavirus represents a significant health risk, particularly in older patients. Cancer is one of the leading causes of death in most rich countries, and delivering chemotherapy may be associated with increased risk in the presence of a pandemic infection. Estimating this risk is crucial in making decisions about balancing risks and benefits from administering chemotherapy. However, there are no specific data about chemotherapy risks per se. Here we develop a simple model to estimate the potential harms in patients undergoing chemotherapy during a COVID outbreak. We use age-related case fatality rates as a basis for estimating risk, and use previous data from risk of death during influenza outbreaks to estimate the additional risk associated with chemotherapy. We use data from randomised trials to estimate benefit across a range of curative and palliative settings, and address the balance of benefit against the risk of harm. We then use those data to estimate the impact on national chemotherapy delivery patterns.","Estimating the Risks from COVID-19 Infection in Adult Chemotherapy Patients. The SARS-CoV-2 (COVID-19) novel coronavirus represents a significant health risk, particularly in older patients. Cancer is one of the leading causes of death in most rich countries, and delivering chemotherapy may be associated with increased risk in the presence of a pandemic infection. Estimating this risk is crucial in making decisions about balancing risks and benefits from administering chemotherapy. However, ther..."
